2016-04-21 00:07:07.9117|INFO|AALifeWeb_SyncItemList| UserID:23556 | ItemAppID:1 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:1, CategoryTypeID:22, 3月工资, 2660.0, 2016-4-20 13:52:41, sr, CardID:0
2016-04-21 00:17:05.2867|INFO|AALifeWeb_SyncItemList| UserID:22868 | ItemAppID:497 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:497, CategoryTypeID:3, Coco都可茶饮, 18.0, 2016-2-23 21:48:45, zc, CardID:0
2016-04-21 00:17:05.5836|INFO|AALifeWeb_SyncItemList| UserID:22868 | ItemAppID:498 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:498, CategoryTypeID:9, 工商卡短信, 2.0, 2016-1-26 17:42:34, zc, CardID:0
2016-04-21 00:17:05.8648|INFO|AALifeWeb_SyncItemList| UserID:22868 | ItemAppID:499 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:499, CategoryTypeID:9, 工商卡短信, 2.0, 2016-2-26 17:42:39, zc, CardID:0
2016-04-21 00:17:06.1461|INFO|AALifeWeb_SyncItemList| UserID:22868 | ItemAppID:500 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:500, CategoryTypeID:50, 话费, 29.94, 2016-2-26 17:43:41, zc, CardID:0
2016-04-21 00:17:06.4429|INFO|AALifeWeb_SyncItemList| UserID:22868 | ItemAppID:501 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:501, CategoryTypeID:2, 特瑞特啤酒自助美食城, 75.6, 2016-2-26 17:43:59, zc, CardID:0
2016-04-21 00:17:06.7711|INFO|AALifeWeb_SyncItemList| UserID:22868 | ItemAppID:502 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:502, CategoryTypeID:12, 指甲油, 10.0, 2016-2-26 17:44:25, zc, CardID:0
2016-04-21 00:17:20.4429|INFO|AALifeWeb_SyncLoginQQNew| UserInfo -> UserID:0, sjqq77132, shan--, http://q.qlogo.cn/qqapp/100761541/D0479B2DFDAE8FD13C68E816A219986D/100, sjqq_360, IsUpdate:1
2016-04-21 00:17:20.4429|INFO|AALifeWeb_SyncLoginQQNew| OAuthInfo -> OAuthID:0, D0479B2DFDAE8FD13C68E816A219986D, 19DBB199D8383844CCD6C38586111758, UserID:0, OldUserID:0, sjqq
2016-04-21 00:24:31.9273|INFO|AALifeWeb_SyncItemList| UserID:23306 | ItemAppID:229 | ItemWebID:0 | ItemInfo -> ItemID:757952, ItemAppID:229, CategoryTypeID:4, 卖巴拉达晚, 194.0, 2016-4-19 0:05:59, sr, CardID:0
2016-04-21 00:24:32.3961|INFO|AALifeWeb_SyncItemList| UserID:23306 | ItemAppID:230 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:230, CategoryTypeID:1, 菜, 39.5, 2016-4-20 0:21:47, zc, CardID:0
2016-04-21 00:24:33.0367|INFO|AALifeWeb_SyncItemList| UserID:23306 | ItemAppID:231 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:231, CategoryTypeID:5, 香蕉, 3.5, 2016-4-20 0:22:06, zc, CardID:0
2016-04-21 00:24:33.4273|INFO|AALifeWeb_SyncItemList| UserID:23306 | ItemAppID:232 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:232, CategoryTypeID:4, 卖巴拉达晚, 168.0, 2016-4-20 0:24:26, sr, CardID:0
2016-04-21 01:53:21.9212|INFO|AALifeWeb_SyncLoginQQNew| UserInfo -> UserID:0, sjqq94546, 默默转身, http://q.qlogo.cn/qqapp/100761541/8C3D2FFCB74E4644940D173C76B60DBC/100, sjqq_web, IsUpdate:1
2016-04-21 01:53:21.9212|INFO|AALifeWeb_SyncLoginQQNew| OAuthInfo -> OAuthID:0, 8C3D2FFCB74E4644940D173C76B60DBC, 0FB4590F4CCDE7016944D81DCA27B282, UserID:0, OldUserID:0, sjqq
2016-04-21 07:03:06.1324|INFO|AALifeWeb_SyncItemList| UserID:22984 | ItemAppID:650 | ItemWebID:0 | ItemInfo -> ItemID:706386, ItemAppID:650, CategoryTypeID:4, 雀巢脆脆鲨, 15.57, 2016-2-3 10:32:52, zc, CardID:0
2016-04-21 07:03:06.5230|INFO|AALifeWeb_SyncItemList| UserID:22984 | ItemAppID:651 | ItemWebID:0 | ItemInfo -> ItemID:706387, ItemAppID:651, CategoryTypeID:1, 泡面, 4.5, 2016-2-5 10:33:24, zc, CardID:0
2016-04-21 07:03:06.8668|INFO|AALifeWeb_SyncItemList| UserID:22984 | ItemAppID:681 | ItemWebID:0 | ItemInfo -> ItemID:706416, ItemAppID:681, CategoryTypeID:2, 蒙牛大果粒, 8.9, 2016-2-21 23:20:57, zc, CardID:0
2016-04-21 07:03:07.2261|INFO|AALifeWeb_SyncItemList| UserID:22984 | ItemAppID:690 | ItemWebID:0 | ItemInfo -> ItemID:706425, ItemAppID:690, CategoryTypeID:2, 蒙牛大果粒, 8.9, 2016-2-21 23:21:57, zc, CardID:0
2016-04-21 07:03:07.6793|INFO|AALifeWeb_SyncItemList| UserID:22984 | ItemAppID:695 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:695, CategoryTypeID:22, 老干妈, 9.5, 2016-2-24 23:35:36, zc, CardID:0
2016-04-21 07:03:07.8355|INFO|AALifeWeb_SyncItemList| UserID:22984 | ItemAppID:696 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:696, CategoryTypeID:22, 青菜，蘑菇, 7.0, 2016-2-24 23:35:52, zc, CardID:0
2016-04-21 07:03:07.9761|INFO|AALifeWeb_SyncItemList| UserID:22984 | ItemAppID:697 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:697, CategoryTypeID:22, 馒头, 3.0, 2016-2-24 23:36:00, zc, CardID:0
2016-04-21 07:03:08.1324|INFO|AALifeWeb_SyncItemList| UserID:22984 | ItemAppID:698 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:698, CategoryTypeID:22, 火锅底料, 8.0, 2016-2-24 23:36:23, zc, CardID:0
2016-04-21 07:03:08.2730|INFO|AALifeWeb_SyncItemList| UserID:22984 | ItemAppID:699 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:699, CategoryTypeID:7, 地铁, 3.0, 2016-2-25 14:30:21, zc, CardID:0
2016-04-21 07:03:08.4918|INFO|AALifeWeb_SyncItemList| UserID:22984 | ItemAppID:700 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:700, CategoryTypeID:7, 打的, 14.0, 2016-2-25 14:30:30, zc, CardID:0
2016-04-21 07:03:08.7105|INFO|AALifeWeb_SyncItemList| UserID:22984 | ItemAppID:701 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:701, CategoryTypeID:7, 公交, 1.0, 2016-2-25 14:30:39, zc, CardID:0
2016-04-21 07:03:08.8980|INFO|AALifeWeb_SyncItemList| UserID:22984 | ItemAppID:702 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:702, CategoryTypeID:7, 地铁, 3.0, 2016-2-25 14:30:47, zc, CardID:0
2016-04-21 07:03:09.0855|INFO|AALifeWeb_SyncItemList| UserID:22984 | ItemAppID:703 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:703, CategoryTypeID:1, 汉堡，鸡翅，可乐, 36.4, 2016-2-25 14:31:11, zc, CardID:0
2016-04-21 07:03:09.2261|INFO|AALifeWeb_SyncItemList| UserID:22984 | ItemAppID:704 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:704, CategoryTypeID:10, 护甲油, 10.0, 2016-2-25 14:31:25, zc, CardID:0
2016-04-21 07:03:09.3980|INFO|AALifeWeb_SyncItemList| UserID:22984 | ItemAppID:705 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:705, CategoryTypeID:1, 酸辣粉(传奇), 8.0, 2016-2-25 14:31:38, zc, CardID:0
2016-04-21 07:03:09.6011|INFO|AALifeWeb_SyncItemList| UserID:22984 | ItemAppID:706 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:706, CategoryTypeID:2, 可乐, 7.0, 2016-2-25 14:31:48, zc, CardID:0
2016-04-21 07:03:09.7730|INFO|AALifeWeb_SyncItemList| UserID:22984 | ItemAppID:707 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:707, CategoryTypeID:6, 纸杯, 5.0, 2016-2-25 14:32:02, zc, CardID:0
2016-04-21 07:03:09.8980|INFO|AALifeWeb_SyncItemList| UserID:22984 | ItemAppID:708 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:708, CategoryTypeID:1, 海底捞, 295.0, 2016-2-27 14:32:34, zc, CardID:0
2016-04-21 07:03:10.0855|INFO|AALifeWeb_SyncItemList| UserID:22984 | ItemAppID:709 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:709, CategoryTypeID:1, 秘制凉皮, 18.0, 2016-2-27 14:32:42, zc, CardID:0
2016-04-21 07:03:10.2574|INFO|AALifeWeb_SyncItemList| UserID:22984 | ItemAppID:710 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:710, CategoryTypeID:2, 可乐, 4.0, 2016-2-27 14:32:51, zc, CardID:0
2016-04-21 07:03:10.4293|INFO|AALifeWeb_SyncItemList| UserID:22984 | ItemAppID:711 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:711, CategoryTypeID:7, 摩的, 5.0, 2016-2-27 14:33:02, zc, CardID:0
2016-04-21 07:03:10.6480|INFO|AALifeWeb_SyncItemList| UserID:22984 | ItemAppID:712 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:712, CategoryTypeID:22, 蘑菇, 2.4, 2016-2-27 14:33:15, zc, CardID:0
2016-04-21 07:03:10.8511|INFO|AALifeWeb_SyncItemList| UserID:22984 | ItemAppID:713 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:713, CategoryTypeID:2, 果啤, 2.0, 2016-2-27 14:33:26, zc, CardID:0
2016-04-21 07:03:11.0543|INFO|AALifeWeb_SyncItemList| UserID:22984 | ItemAppID:714 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:714, CategoryTypeID:6, 纸巾, 20.9, 2016-2-29 21:20:37, zc, CardID:0
2016-04-21 07:03:11.1793|INFO|AALifeWeb_SyncItemList| UserID:22984 | ItemAppID:715 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:715, CategoryTypeID:4, 彩色小卷蛋糕, 15.66, 2016-2-29 21:21:01, zc, CardID:0
2016-04-21 07:03:11.3043|INFO|AALifeWeb_SyncItemList| UserID:22984 | ItemAppID:716 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:716, CategoryTypeID:4, 贝朗早餐牛奶饼干, 15.5, 2016-2-29 21:22:15, zc, CardID:0
2016-04-21 07:03:11.4449|INFO|AALifeWeb_SyncItemList| UserID:22984 | ItemAppID:717 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:717, CategoryTypeID:4, 蛋糕, 13.78, 2016-2-29 21:22:31, zc, CardID:0
2016-04-21 07:03:11.5855|INFO|AALifeWeb_SyncItemList| UserID:22984 | ItemAppID:718 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:718, CategoryTypeID:6, 洗衣液(悠选), 25.9, 2016-2-29 21:23:15, zc, CardID:0
2016-04-21 07:03:11.7730|INFO|AALifeWeb_SyncItemList| UserID:22984 | ItemAppID:719 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:719, CategoryTypeID:6, 纸巾, 8.4, 2016-2-29 21:23:33, zc, CardID:0
2016-04-21 07:03:11.9136|INFO|AALifeWeb_SyncItemList| UserID:22984 | ItemAppID:720 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:720, CategoryTypeID:5, 圣女果, 8.85, 2016-2-29 21:23:50, zc, CardID:0
2016-04-21 07:03:12.1011|INFO|AALifeWeb_SyncItemList| UserID:22984 | ItemAppID:721 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:721, CategoryTypeID:2, 蒙牛大果粒, 7.5, 2016-2-29 23:21:17, zc, CardID:0
2016-04-21 07:03:12.2730|INFO|AALifeWeb_SyncItemList| UserID:22984 | ItemAppID:722 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:722, CategoryTypeID:2, 蒙牛大果粒, 8.9, 2016-2-29 23:21:33, zc, CardID:0
2016-04-21 07:03:12.4293|INFO|AALifeWeb_SyncItemList| UserID:22984 | ItemAppID:723 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:723, CategoryTypeID:2, 养乐多, 11.0, 2016-2-29 21:24:58, zc, CardID:0
2016-04-21 07:03:12.5543|INFO|AALifeWeb_SyncItemList| UserID:22984 | ItemAppID:724 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:724, CategoryTypeID:38, 银手镯, 267.0, 2016-2-29 21:25:25, zc, CardID:0
2016-04-21 07:03:12.6949|INFO|AALifeWeb_SyncItemList| UserID:22984 | ItemAppID:725 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:725, CategoryTypeID:22, 馒头, 3.0, 2016-2-29 21:25:43, zc, CardID:0
2016-04-21 07:03:12.8980|INFO|AALifeWeb_SyncItemList| UserID:22984 | ItemAppID:726 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:726, CategoryTypeID:22, 青菜，蘑菇, 4.0, 2016-2-29 21:26:00, zc, CardID:0
2016-04-21 07:03:13.0230|INFO|AALifeWeb_SyncItemList| UserID:22984 | ItemAppID:727 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:727, CategoryTypeID:4, 泡椒凤爪, 5.0, 2016-2-29 21:26:19, zc, CardID:0
2016-04-21 07:03:13.1636|INFO|AALifeWeb_SyncItemList| UserID:22984 | ItemAppID:728 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:728, CategoryTypeID:12, 豆腐脑, 2.5, 2016-3-1 11:15:48, zc, CardID:0
2016-04-21 07:03:13.4293|INFO|AALifeWeb_SyncItemList| UserID:22984 | ItemAppID:729 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:729, CategoryTypeID:1, 秘制凉皮, 9.0, 2016-3-2 21:59:32, zc, CardID:0
2016-04-21 07:03:13.5855|INFO|AALifeWeb_SyncItemList| UserID:22984 | ItemAppID:730 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:730, CategoryTypeID:1, 南瓜粥, 5.0, 2016-3-2 21:59:42, zc, CardID:0
2016-04-21 07:03:13.7261|INFO|AALifeWeb_SyncItemList| UserID:22984 | ItemAppID:731 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:731, CategoryTypeID:1, 骨肉相连, 6.0, 2016-3-2 21:59:54, zc, CardID:0
2016-04-21 07:03:13.8668|INFO|AALifeWeb_SyncItemList| UserID:22984 | ItemAppID:732 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:732, CategoryTypeID:22, 金针菇, 3.5, 2016-3-2 22:00:14, zc, CardID:0
2016-04-21 07:03:13.9761|INFO|AALifeWeb_SyncItemList| UserID:22984 | ItemAppID:733 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:733, CategoryTypeID:22, 蘑菇, 2.0, 2016-3-2 22:00:22, zc, CardID:0
2016-04-21 07:03:14.1480|INFO|AALifeWeb_SyncItemList| UserID:22984 | ItemAppID:734 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:734, CategoryTypeID:10, 眼线液, 12.0, 2016-3-2 22:00:38, zc, CardID:0
2016-04-21 07:03:14.2730|INFO|AALifeWeb_SyncItemList| UserID:22984 | ItemAppID:735 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:735, CategoryTypeID:10, 假睫毛, 1.8, 2016-3-3 17:18:54, zc, CardID:0
2016-04-21 07:03:14.4605|INFO|AALifeWeb_SyncItemList| UserID:22984 | ItemAppID:736 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:736, CategoryTypeID:10, 伊贝诗 防晒隔离乳, 68.0, 2016-3-3 17:21:09, zc, CardID:0
2016-04-21 07:03:14.5855|INFO|AALifeWeb_SyncItemList| UserID:22984 | ItemAppID:737 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:737, CategoryTypeID:10, 眼影, 20.0, 2016-3-4 1:21:58, zc, CardID:0
2016-04-21 07:03:14.7730|INFO|AALifeWeb_SyncItemList| UserID:22984 | ItemAppID:738 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:738, CategoryTypeID:10, 化妆品袋, 10.0, 2016-3-4 1:22:08, zc, CardID:0
2016-04-21 07:03:14.9293|INFO|AALifeWeb_SyncItemList| UserID:22984 | ItemAppID:739 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:739, CategoryTypeID:1, 饺子, 13.0, 2016-3-4 1:22:16, zc, CardID:0
2016-04-21 07:03:15.0699|INFO|AALifeWeb_SyncItemList| UserID:22984 | ItemAppID:740 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:740, CategoryTypeID:8, 一脚蹬, 190.0, 2016-3-4 1:22:29, zc, CardID:0
2016-04-21 07:03:15.1949|INFO|AALifeWeb_SyncItemList| UserID:22984 | ItemAppID:741 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:741, CategoryTypeID:32, 双肩包, 99.0, 2016-3-4 1:22:36, zc, CardID:0
2016-04-21 07:03:15.3511|INFO|AALifeWeb_SyncItemList| UserID:22984 | ItemAppID:742 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:742, CategoryTypeID:6, 牙刷, 8.9, 2016-3-4 1:22:42, zc, CardID:0
2016-04-21 07:03:15.4918|INFO|AALifeWeb_SyncItemList| UserID:22984 | ItemAppID:743 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:743, CategoryTypeID:10, 指甲剪, 12.9, 2016-3-4 1:22:49, zc, CardID:0
2016-04-21 07:03:15.6949|INFO|AALifeWeb_SyncItemList| UserID:22984 | ItemAppID:744 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:744, CategoryTypeID:22, 剁椒香椿, 9.8, 2016-3-4 1:21:47, zc, CardID:0
2016-04-21 07:03:15.8199|INFO|AALifeWeb_SyncItemList| UserID:22984 | ItemAppID:745 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:745, CategoryTypeID:22, 剁椒香椿, 9.8, 2016-3-4 1:22:56, zc, CardID:0
2016-04-21 07:03:15.9605|INFO|AALifeWeb_SyncItemList| UserID:22984 | ItemAppID:746 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:746, CategoryTypeID:9, 租房子, 250.0, 2016-3-6 10:10:42, zc, CardID:0
2016-04-21 07:03:16.1011|INFO|AALifeWeb_SyncItemList| UserID:22984 | ItemAppID:747 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:747, CategoryTypeID:6, 床单，拖把，扫帚, 54.0, 2016-3-6 14:49:40, zc, CardID:0
2016-04-21 07:03:16.2261|INFO|AALifeWeb_SyncItemList| UserID:22984 | ItemAppID:748 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:748, CategoryTypeID:26, 工资, 1964.0, 2016-3-6 14:51:18, sr, CardID:0
2016-04-21 07:03:16.3824|INFO|AALifeWeb_SyncItemList| UserID:22984 | ItemAppID:749 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:749, CategoryTypeID:4, 炸鸡腿, 10.0, 2016-3-6 14:51:54, zc, CardID:0
2016-04-21 07:03:16.5230|INFO|AALifeWeb_SyncItemList| UserID:22984 | ItemAppID:750 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:750, CategoryTypeID:7, 打的, 10.0, 2016-3-6 14:52:37, zc, CardID:0
2016-04-21 07:03:16.6793|INFO|AALifeWeb_SyncItemList| UserID:22984 | ItemAppID:751 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:751, CategoryTypeID:1, 泡面, 7.5, 2016-3-6 14:52:59, zc, CardID:0
2016-04-21 07:03:16.8199|INFO|AALifeWeb_SyncItemList| UserID:22984 | ItemAppID:752 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:752, CategoryTypeID:22, 青菜，蘑菇, 3.0, 2016-3-7 1:24:49, zc, CardID:0
2016-04-21 07:03:16.9449|INFO|AALifeWeb_SyncItemList| UserID:22984 | ItemAppID:753 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:753, CategoryTypeID:22, 火锅底料, 9.0, 2016-3-7 1:25:01, zc, CardID:0
2016-04-21 07:03:17.0855|INFO|AALifeWeb_SyncItemList| UserID:22984 | ItemAppID:754 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:754, CategoryTypeID:22, 鸡蛋, 12.0, 2016-3-7 1:25:09, zc, CardID:0
2016-04-21 07:03:17.2574|INFO|AALifeWeb_SyncItemList| UserID:22984 | ItemAppID:755 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:755, CategoryTypeID:6, 挂钩, 3.0, 2016-3-7 1:25:28, zc, CardID:0
2016-04-21 07:03:17.4136|INFO|AALifeWeb_SyncItemList| UserID:22984 | ItemAppID:756 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:756, CategoryTypeID:22, 条纹碗, 5.0, 2016-3-8 14:39:38, zc, CardID:0
2016-04-21 07:03:17.5386|INFO|AALifeWeb_SyncItemList| UserID:22984 | ItemAppID:757 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:757, CategoryTypeID:6, 垃圾袋, 10.0, 2016-3-8 14:39:50, zc, CardID:0
2016-04-21 07:03:17.6793|INFO|AALifeWeb_SyncItemList| UserID:22984 | ItemAppID:758 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:758, CategoryTypeID:1, 过桥米线, 12.0, 2016-3-8 14:40:03, zc, CardID:0
2016-04-21 07:03:17.8043|INFO|AALifeWeb_SyncItemList| UserID:22984 | ItemAppID:759 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:759, CategoryTypeID:2, 维怡, 5.0, 2016-3-8 14:40:31, zc, CardID:0
2016-04-21 07:03:17.9918|INFO|AALifeWeb_SyncItemList| UserID:22984 | ItemAppID:760 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:760, CategoryTypeID:2, 维怡, 10.0, 2016-3-8 22:44:55, zc, CardID:0
2016-04-21 07:03:18.1480|INFO|AALifeWeb_SyncItemList| UserID:22984 | ItemAppID:761 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:761, CategoryTypeID:2, 雪碧, 7.0, 2016-3-8 22:45:03, zc, CardID:0
2016-04-21 07:03:18.2886|INFO|AALifeWeb_SyncItemList| UserID:22984 | ItemAppID:762 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:762, CategoryTypeID:6, 灯泡, 12.0, 2016-3-8 22:45:44, zc, CardID:0
2016-04-21 07:03:18.3980|INFO|AALifeWeb_SyncItemList| UserID:22984 | ItemAppID:763 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:763, CategoryTypeID:6, 卫生巾, 11.0, 2016-3-8 22:45:55, zc, CardID:0
2016-04-21 07:03:18.5543|INFO|AALifeWeb_SyncItemList| UserID:22984 | ItemAppID:764 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:764, CategoryTypeID:46, 洗头, 10.0, 2016-3-8 23:37:51, zc, CardID:0
2016-04-21 07:03:18.6949|INFO|AALifeWeb_SyncItemList| UserID:22984 | ItemAppID:765 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:765, CategoryTypeID:1, 砂锅粉带, 9.0, 2016-3-8 22:46:58, zc, CardID:0
