2016-04-09 00:13:36.9375|INFO|AALifeWeb_SyncItemList| UserID:23610 | ItemAppID:153 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:153, CategoryTypeID:12, Sukin收入, 76.0, 2016-4-9 0:13:16, sr, CardID:0
2016-04-09 01:26:26.3948|INFO|AALifeWeb_SyncItemList| UserID:10435 | ItemAppID:1292 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:1292, CategoryTypeID:15, 鸡蛋, 5.4, 2016-4-7 20:43:23, zc, CardID:0
2016-04-09 01:26:26.9104|INFO|AALifeWeb_SyncItemList| UserID:10435 | ItemAppID:1293 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:1293, CategoryTypeID:15, 午饭, 8.0, 2016-4-8 1:26:06, zc, CardID:0
2016-04-09 01:26:27.2073|INFO|AALifeWeb_SyncItemList| UserID:10435 | ItemAppID:1294 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:1294, CategoryTypeID:15, 晚饭, 7.0, 2016-4-8 1:26:11, zc, CardID:0
2016-04-09 01:27:21.7538|INFO|AALifeWeb_SyncItemList| UserID:24021 | ItemAppID:56 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:56, CategoryTypeID:2, 盒饭, 36.9, 2016-3-23 11:57:52, zc, CardID:0
2016-04-09 01:27:22.0351|INFO|AALifeWeb_SyncItemList| UserID:24021 | ItemAppID:57 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:57, CategoryTypeID:1, 菜, 17.9, 2016-3-23 11:58:07, zc, CardID:0
2016-04-09 01:27:22.3007|INFO|AALifeWeb_SyncItemList| UserID:24021 | ItemAppID:58 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:58, CategoryTypeID:34, 洁牙, 168.0, 2016-3-23 14:25:08, zc, CardID:0
2016-04-09 01:27:22.6601|INFO|AALifeWeb_SyncItemList| UserID:24021 | ItemAppID:59 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:59, CategoryTypeID:1, 菜肉, 16.5, 2016-3-24 10:40:42, zc, CardID:0
2016-04-09 01:27:22.9101|INFO|AALifeWeb_SyncItemList| UserID:24021 | ItemAppID:60 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:60, CategoryTypeID:12, 吸管, 65.0, 2016-3-25 15:12:27, zc, CardID:0
2016-04-09 01:27:23.2538|INFO|AALifeWeb_SyncItemList| UserID:24021 | ItemAppID:61 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:61, CategoryTypeID:12, polo短袖, 139.0, 2016-3-25 18:22:58, zc, CardID:0
2016-04-09 01:27:23.5820|INFO|AALifeWeb_SyncItemList| UserID:24021 | ItemAppID:62 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:62, CategoryTypeID:12, nike鞋, 469.0, 2016-3-25 22:19:45, zc, CardID:0
2016-04-09 01:27:23.8007|INFO|AALifeWeb_SyncItemList| UserID:24021 | ItemAppID:63 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:63, CategoryTypeID:12, 水杯奶嘴玩具, 168.0, 2016-3-25 22:20:01, zc, CardID:0
2016-04-09 01:27:24.0976|INFO|AALifeWeb_SyncItemList| UserID:24021 | ItemAppID:64 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:64, CategoryTypeID:26, 物管水电, 968.0, 2016-3-29 14:56:03, zc, CardID:0
2016-04-09 01:27:24.4101|INFO|AALifeWeb_SyncItemList| UserID:24021 | ItemAppID:65 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:65, CategoryTypeID:38, 工资, 4500.0, 2016-3-29 15:54:45, zc, CardID:0
2016-04-09 01:27:24.6601|INFO|AALifeWeb_SyncItemList| UserID:24021 | ItemAppID:66 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:66, CategoryTypeID:12, 推拿, 450.0, 2016-3-30 16:26:19, zc, CardID:0
2016-04-09 01:27:24.9413|INFO|AALifeWeb_SyncItemList| UserID:24021 | ItemAppID:67 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:67, CategoryTypeID:2, 聚餐, 270.0, 2016-3-30 16:26:32, zc, CardID:0
2016-04-09 01:27:25.1757|INFO|AALifeWeb_SyncItemList| UserID:24021 | ItemAppID:68 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:68, CategoryTypeID:2, 周末, 211.0, 2016-4-2 15:53:38, zc, CardID:0
2016-04-09 01:27:25.3944|INFO|AALifeWeb_SyncItemList| UserID:24021 | ItemAppID:69 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:69, CategoryTypeID:12, 玩具衣物, 70.0, 2016-4-2 15:53:57, zc, CardID:0
2016-04-09 01:27:25.6444|INFO|AALifeWeb_SyncItemList| UserID:24021 | ItemAppID:70 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:70, CategoryTypeID:12, 桌子, 360.0, 2016-4-3 1:18:54, zc, CardID:0
2016-04-09 01:27:25.8944|INFO|AALifeWeb_SyncItemList| UserID:24021 | ItemAppID:71 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:71, CategoryTypeID:7, philip, 104.2, 2016-4-3 14:36:33, zc, CardID:0
2016-04-09 01:27:26.1288|INFO|AALifeWeb_SyncItemList| UserID:24021 | ItemAppID:72 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:72, CategoryTypeID:40, 充值, 4000.0, 2016-4-3 16:13:34, zc, CardID:0
2016-04-09 01:27:26.3319|INFO|AALifeWeb_SyncItemList| UserID:24021 | ItemAppID:73 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:73, CategoryTypeID:12, 脸霜, 80.0, 2016-4-5 15:44:32, zc, CardID:0
2016-04-09 01:27:26.5351|INFO|AALifeWeb_SyncItemList| UserID:24021 | ItemAppID:74 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:74, CategoryTypeID:8, stella，valentino, 3300.0, 2016-4-5 17:11:30, zc, CardID:0
2016-04-09 01:27:26.7851|INFO|AALifeWeb_SyncItemList| UserID:24021 | ItemAppID:75 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:75, CategoryTypeID:12, 食品, 121.0, 2016-4-5 0:19:36, zc, CardID:0
2016-04-09 01:27:26.9726|INFO|AALifeWeb_SyncItemList| UserID:24021 | ItemAppID:76 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:76, CategoryTypeID:20, 充值, 198.0, 2016-4-6 20:06:58, zc, CardID:0
2016-04-09 01:27:27.2226|INFO|AALifeWeb_SyncItemList| UserID:24021 | ItemAppID:77 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:77, CategoryTypeID:8, 小店, 3000.0, 2016-4-8 9:31:28, zc, CardID:0
2016-04-09 01:27:27.4569|INFO|AALifeWeb_SyncItemList| UserID:24021 | ItemAppID:78 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:78, CategoryTypeID:16, 面膜, 315.0, 2016-4-8 9:31:39, zc, CardID:0
2016-04-09 01:27:27.7069|INFO|AALifeWeb_SyncItemList| UserID:24021 | ItemAppID:79 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:79, CategoryTypeID:9, 刻章, 160.0, 2016-4-8 11:32:20, zc, CardID:0
2016-04-09 01:27:27.8788|INFO|AALifeWeb_SyncItemList| UserID:24021 | ItemAppID:80 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:80, CategoryTypeID:12, 袜子, 39.0, 2016-4-9 1:27:09, zc, CardID:0
2016-04-09 02:05:06.6612|INFO|AALifeWeb_SyncItemList| UserID:13364 | ItemAppID:482 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:482, CategoryTypeID:11, 午, 32.0, 2015-9-4 21:27:44, zc, CardID:2
2016-04-09 02:05:06.8956|INFO|AALifeWeb_SyncItemList| UserID:13364 | ItemAppID:483 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:483, CategoryTypeID:6, 生活用品, 62.0, 2015-9-4 21:28:01, zc, CardID:2
2016-04-09 02:05:07.0987|INFO|AALifeWeb_SyncItemList| UserID:13364 | ItemAppID:484 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:484, CategoryTypeID:6, 收纳, 11.0, 2015-9-4 21:28:08, zc, CardID:2
2016-04-09 02:05:07.3018|INFO|AALifeWeb_SyncItemList| UserID:13364 | ItemAppID:485 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:485, CategoryTypeID:20, 上学车费, 100.0, 2015-9-4 21:29:00, zc, CardID:2
2016-04-09 02:05:07.4893|INFO|AALifeWeb_SyncItemList| UserID:13364 | ItemAppID:486 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:486, CategoryTypeID:20, 午, 11.0, 2015-9-5 21:29:16, zc, CardID:2
2016-04-09 02:05:07.6612|INFO|AALifeWeb_SyncItemList| UserID:13364 | ItemAppID:487 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:487, CategoryTypeID:4, 枣, 26.0, 2015-9-6 21:29:45, zc, CardID:2
2016-04-09 02:05:07.8800|INFO|AALifeWeb_SyncItemList| UserID:13364 | ItemAppID:488 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:488, CategoryTypeID:11, 午, 9.0, 2015-9-6 21:29:55, zc, CardID:2
2016-04-09 02:05:08.0518|INFO|AALifeWeb_SyncItemList| UserID:13364 | ItemAppID:489 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:489, CategoryTypeID:11, 早 午, 13.5, 2015-9-7 21:30:19, zc, CardID:2
2016-04-09 02:05:08.2706|INFO|AALifeWeb_SyncItemList| UserID:13364 | ItemAppID:490 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:490, CategoryTypeID:4, 玉米, 7.0, 2015-9-7 21:30:31, zc, CardID:2
2016-04-09 02:05:08.4268|INFO|AALifeWeb_SyncItemList| UserID:13364 | ItemAppID:491 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:491, CategoryTypeID:6, 漱口杯, 10.0, 2015-9-7 21:30:40, zc, CardID:2
2016-04-09 02:05:08.5675|INFO|AALifeWeb_SyncItemList| UserID:13364 | ItemAppID:492 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:492, CategoryTypeID:6, 生活用品, 63.0, 2015-9-8 21:31:54, zc, CardID:2
2016-04-09 02:05:08.7393|INFO|AALifeWeb_SyncItemList| UserID:13364 | ItemAppID:493 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:493, CategoryTypeID:10, 鱼, 12.0, 2015-9-8 21:32:10, zc, CardID:2
2016-04-09 02:05:09.0050|INFO|AALifeWeb_SyncItemList| UserID:13364 | ItemAppID:494 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:494, CategoryTypeID:11, 早 午 晚, 28.0, 2015-9-8 21:32:54, zc, CardID:2
2016-04-09 02:05:09.1925|INFO|AALifeWeb_SyncItemList| UserID:13364 | ItemAppID:495 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:495, CategoryTypeID:11, 早 午, 25.0, 2015-9-9 21:33:16, zc, CardID:2
2016-04-09 02:05:09.3800|INFO|AALifeWeb_SyncItemList| UserID:13364 | ItemAppID:496 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:496, CategoryTypeID:13, 快递, 10.0, 2015-9-9 21:33:29, zc, CardID:2
2016-04-09 02:05:09.5675|INFO|AALifeWeb_SyncItemList| UserID:13364 | ItemAppID:497 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:497, CategoryTypeID:6, 话费, 20.0, 2015-9-9 21:33:38, zc, CardID:2
2016-04-09 02:05:09.7237|INFO|AALifeWeb_SyncItemList| UserID:13364 | ItemAppID:498 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:498, CategoryTypeID:11, 午, 6.0, 2015-9-10 21:33:52, zc, CardID:2
2016-04-09 02:05:09.8800|INFO|AALifeWeb_SyncItemList| UserID:13364 | ItemAppID:499 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:499, CategoryTypeID:11, 早 午, 14.0, 2015-9-11 21:34:04, zc, CardID:2
2016-04-09 02:05:10.0675|INFO|AALifeWeb_SyncItemList| UserID:13364 | ItemAppID:500 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:500, CategoryTypeID:12, 泳衣 浴巾, 91.0, 2015-9-12 21:34:33, zc, CardID:2
2016-04-09 02:05:10.3175|INFO|AALifeWeb_SyncItemList| UserID:13364 | ItemAppID:501 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:501, CategoryTypeID:12, 画具, 50.0, 2015-9-12 21:34:53, zc, CardID:2
2016-04-09 02:05:10.5206|INFO|AALifeWeb_SyncItemList| UserID:13364 | ItemAppID:502 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:502, CategoryTypeID:11, 早 午, 72.0, 2015-9-12 21:35:12, zc, CardID:2
2016-04-09 02:05:10.7081|INFO|AALifeWeb_SyncItemList| UserID:13364 | ItemAppID:503 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:503, CategoryTypeID:20, 车 水, 11.5, 2015-9-12 21:35:32, zc, CardID:2
2016-04-09 02:05:10.9112|INFO|AALifeWeb_SyncItemList| UserID:13364 | ItemAppID:504 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:504, CategoryTypeID:11, 早 午 晚, 90.0, 2015-9-13 21:35:57, zc, CardID:2
2016-04-09 02:05:11.0831|INFO|AALifeWeb_SyncItemList| UserID:13364 | ItemAppID:505 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:505, CategoryTypeID:11, 早 午 晚, 34.0, 2015-9-14 21:36:34, zc, CardID:2
2016-04-09 02:05:11.2393|INFO|AALifeWeb_SyncItemList| UserID:13364 | ItemAppID:506 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:506, CategoryTypeID:6, 银行卡, 25.0, 2015-9-14 21:36:57, zc, CardID:2
2016-04-09 02:05:11.4424|INFO|AALifeWeb_SyncItemList| UserID:13364 | ItemAppID:507 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:507, CategoryTypeID:6, 水票, 9.0, 2015-9-14 21:37:11, zc, CardID:2
2016-04-09 02:05:11.6299|INFO|AALifeWeb_SyncItemList| UserID:13364 | ItemAppID:508 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:508, CategoryTypeID:11, 饭卡, 100.0, 2015-9-14 21:37:21, zc, CardID:2
2016-04-09 02:05:11.8331|INFO|AALifeWeb_SyncItemList| UserID:13364 | ItemAppID:509 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:509, CategoryTypeID:11, 早 午 晚, 16.0, 2015-9-15 21:38:05, zc, CardID:2
2016-04-09 02:05:11.9893|INFO|AALifeWeb_SyncItemList| UserID:13364 | ItemAppID:510 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:510, CategoryTypeID:4, 松饼, 13.0, 2015-9-15 21:38:16, zc, CardID:2
2016-04-09 02:05:12.1299|INFO|AALifeWeb_SyncItemList| UserID:13364 | ItemAppID:511 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:511, CategoryTypeID:6, 贴纸, 7.0, 2015-9-15 21:38:25, zc, CardID:2
2016-04-09 02:05:12.3018|INFO|AALifeWeb_SyncItemList| UserID:13364 | ItemAppID:512 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:512, CategoryTypeID:4, 瘦肉丸, 13.0, 2015-9-16 21:38:44, zc, CardID:2
2016-04-09 02:05:12.5674|INFO|AALifeWeb_SyncItemList| UserID:13364 | ItemAppID:513 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:513, CategoryTypeID:12, 社团, 42.5, 2015-9-17 21:39:04, zc, CardID:2
2016-04-09 02:05:12.7393|INFO|AALifeWeb_SyncItemList| UserID:13364 | ItemAppID:514 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:514, CategoryTypeID:11, 晚, 13.5, 2015-9-17 21:39:15, zc, CardID:2
2016-04-09 02:05:12.8956|INFO|AALifeWeb_SyncItemList| UserID:13364 | ItemAppID:515 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:515, CategoryTypeID:11, 午, 5.5, 2015-9-18 21:39:30, zc, CardID:2
2016-04-09 02:05:13.0518|INFO|AALifeWeb_SyncItemList| UserID:13364 | ItemAppID:516 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:516, CategoryTypeID:12, 钢琴, 500.0, 2015-9-18 21:39:38, zc, CardID:2
2016-04-09 02:05:13.2237|INFO|AALifeWeb_SyncItemList| UserID:13364 | ItemAppID:517 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:517, CategoryTypeID:5, 蜜柚, 20.0, 2015-9-19 21:39:53, zc, CardID:2
2016-04-09 02:05:13.4112|INFO|AALifeWeb_SyncItemList| UserID:13364 | ItemAppID:518 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:518, CategoryTypeID:11, 早, 3.5, 2015-9-20 21:40:08, zc, CardID:2
2016-04-09 02:05:13.6299|INFO|AALifeWeb_SyncItemList| UserID:13364 | ItemAppID:519 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:519, CategoryTypeID:11, 饭卡, 100.0, 2015-9-21 21:40:21, zc, CardID:2
2016-04-09 02:05:13.8331|INFO|AALifeWeb_SyncItemList| UserID:13364 | ItemAppID:520 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:520, CategoryTypeID:11, 午, 8.0, 2015-9-21 21:40:28, zc, CardID:2
2016-04-09 02:05:13.9893|INFO|AALifeWeb_SyncItemList| UserID:13364 | ItemAppID:521 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:521, CategoryTypeID:5, 柚子, 15.5, 2015-9-21 21:40:40, zc, CardID:2
2016-04-09 02:05:14.1768|INFO|AALifeWeb_SyncItemList| UserID:13364 | ItemAppID:522 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:522, CategoryTypeID:11, 晚, 11.0, 2015-9-21 21:40:49, zc, CardID:2
2016-04-09 02:05:14.3331|INFO|AALifeWeb_SyncItemList| UserID:13364 | ItemAppID:523 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:523, CategoryTypeID:11, 午, 11.0, 2015-9-22 21:41:01, zc, CardID:2
2016-04-09 02:05:14.5518|INFO|AALifeWeb_SyncItemList| UserID:13364 | ItemAppID:524 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:524, CategoryTypeID:11, 午, 14.0, 2015-9-23 21:41:13, zc, CardID:2
2016-04-09 02:05:14.7080|INFO|AALifeWeb_SyncItemList| UserID:13364 | ItemAppID:525 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:525, CategoryTypeID:4, 可乐, 3.5, 2015-9-23 21:41:25, zc, CardID:2
2016-04-09 02:05:14.9112|INFO|AALifeWeb_SyncItemList| UserID:13364 | ItemAppID:526 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:526, CategoryTypeID:12, 纸艺, 1.5, 2015-9-23 21:41:50, zc, CardID:2
2016-04-09 02:05:15.1299|INFO|AALifeWeb_SyncItemList| UserID:13364 | ItemAppID:527 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:527, CategoryTypeID:6, 话费, 30.0, 2015-9-25 21:42:07, zc, CardID:2
2016-04-09 02:05:15.3018|INFO|AALifeWeb_SyncItemList| UserID:13364 | ItemAppID:528 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:528, CategoryTypeID:11, 晚, 10.5, 2015-9-25 21:42:18, zc, CardID:2
2016-04-09 02:05:15.7705|INFO|AALifeWeb_SyncItemList| UserID:13364 | ItemAppID:529 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:529, CategoryTypeID:11, 烤肉, 51.0, 2015-9-27 21:42:38, zc, CardID:2
2016-04-09 02:05:16.0830|INFO|AALifeWeb_SyncItemList| UserID:13364 | ItemAppID:530 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:530, CategoryTypeID:11, 晚, 42.3, 2015-9-28 21:43:14, zc, CardID:2
2016-04-09 02:05:16.2393|INFO|AALifeWeb_SyncItemList| UserID:13364 | ItemAppID:531 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:531, CategoryTypeID:4, 饮料 蛋糕, 15.0, 2015-9-28 21:43:30, zc, CardID:2
2016-04-09 02:05:16.4112|INFO|AALifeWeb_SyncItemList| UserID:13364 | ItemAppID:532 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:532, CategoryTypeID:12, 六级, 38.0, 2015-9-28 21:43:38, zc, CardID:2
2016-04-09 02:05:16.5674|INFO|AALifeWeb_SyncItemList| UserID:13364 | ItemAppID:533 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:533, CategoryTypeID:11, 早 午, 14.5, 2015-9-29 21:44:00, zc, CardID:2
2016-04-09 02:05:16.7393|INFO|AALifeWeb_SyncItemList| UserID:13364 | ItemAppID:534 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:534, CategoryTypeID:11, 早 午, 7.5, 2015-9-30 21:44:16, zc, CardID:2
2016-04-09 02:05:16.9112|INFO|AALifeWeb_SyncItemList| UserID:13364 | ItemAppID:535 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:535, CategoryTypeID:4, 泡爪 蛋糕, 13.5, 2015-9-30 21:44:45, zc, CardID:2
2016-04-09 02:05:17.0987|INFO|AALifeWeb_SyncItemList| UserID:13364 | ItemAppID:536 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:536, CategoryTypeID:16, 生活费, 2134.0, 2015-9-1 21:53:26, sr, CardID:2
2016-04-09 02:05:17.2705|INFO|AALifeWeb_SyncItemList| UserID:13364 | ItemAppID:537 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:537, CategoryTypeID:4, 可乐, 2.5, 2015-9-30 21:50:36, zc, CardID:2
2016-04-09 02:05:17.4268|INFO|AALifeWeb_SyncItemList| UserID:13364 | ItemAppID:538 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:538, CategoryTypeID:16, 上月剩余, 168.0, 2015-10-1 21:51:50, sr, CardID:4
2016-04-09 02:05:17.5830|INFO|AALifeWeb_SyncItemList| UserID:13364 | ItemAppID:539 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:539, CategoryTypeID:11, 午, 14.0, 2015-10-1 21:52:12, zc, CardID:4
2016-04-09 02:05:17.7393|INFO|AALifeWeb_SyncItemList| UserID:13364 | ItemAppID:540 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:540, CategoryTypeID:11, 晚, 9.0, 2015-10-1 2:33:46, zc, CardID:4
2016-04-09 02:05:18.0049|INFO|AALifeWeb_SyncItemList| UserID:13364 | ItemAppID:541 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:541, CategoryTypeID:13, 快递, 8.0, 2015-10-2 21:02:23, zc, CardID:4
2016-04-09 02:05:18.1612|INFO|AALifeWeb_SyncItemList| UserID:13364 | ItemAppID:542 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:542, CategoryTypeID:11, 午, 15.0, 2015-10-2 21:02:40, zc, CardID:4
