2016-04-04 00:04:22.5363|INFO|AALifeWeb_SyncItemList| UserID:19583 | ItemAppID:277 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:277, CategoryTypeID:3, 猴王红旗渠, 27.5, 2016-4-1 21:51:05, zc, CardID:0
2016-04-04 00:04:24.8020|INFO|AALifeWeb_SyncItemList| UserID:19583 | ItemAppID:288 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:288, CategoryTypeID:1, 洋葱香菜, 6.0, 2016-4-3 22:23:39, zc, CardID:0
2016-04-04 00:04:25.0207|INFO|AALifeWeb_SyncItemList| UserID:19583 | ItemAppID:289 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:289, CategoryTypeID:1, 馒头, 5.0, 2016-4-3 22:26:28, zc, CardID:0
2016-04-04 00:04:25.2395|INFO|AALifeWeb_SyncItemList| UserID:19583 | ItemAppID:290 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:290, CategoryTypeID:10, 假币, 20.0, 2016-4-3 22:27:18, zc, CardID:0
2016-04-04 00:04:25.4582|INFO|AALifeWeb_SyncItemList| UserID:19583 | ItemAppID:291 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:291, CategoryTypeID:3, 可乐果粒橙, 11.0, 2016-4-3 22:27:56, zc, CardID:0
2016-04-04 00:06:43.5988|INFO|AALifeWeb_SyncItemList| UserID:24710 | ItemAppID:13 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:13, CategoryTypeID:2, 菜包，豆浆，饺子, 9.0, 2016-3-29 17:02:12, zc, CardID:0
2016-04-04 00:06:44.6926|INFO|AALifeWeb_SyncItemList| UserID:24710 | ItemAppID:14 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:14, CategoryTypeID:2, 麻辣鸡丝饭, 13.0, 2016-3-29 17:02:47, zc, CardID:0
2016-04-04 00:06:46.2863|INFO|AALifeWeb_SyncItemList| UserID:24710 | ItemAppID:15 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:15, CategoryTypeID:2, 水晶膏, 7.9, 2016-3-29 18:52:56, zc, CardID:0
2016-04-04 00:06:47.3801|INFO|AALifeWeb_SyncItemList| UserID:24710 | ItemAppID:16 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:16, CategoryTypeID:2, 外卖, 15.0, 2016-3-29 18:53:12, zc, CardID:0
2016-04-04 00:06:48.3332|INFO|AALifeWeb_SyncItemList| UserID:24710 | ItemAppID:17 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:17, CategoryTypeID:2, 麻辣鸡丝饭, 12.0, 2016-3-30 13:22:33, zc, CardID:0
2016-04-04 00:06:50.1770|INFO|AALifeWeb_SyncItemList| UserID:24710 | ItemAppID:18 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:18, CategoryTypeID:9, 油费, 16.0, 2016-3-30 13:23:02, zc, CardID:0
2016-04-04 00:06:51.5676|INFO|AALifeWeb_SyncItemList| UserID:24710 | ItemAppID:19 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:19, CategoryTypeID:9, 瑜伽课程, 1128.0, 2016-3-30 13:24:34, zc, CardID:0
2016-04-04 00:06:52.6145|INFO|AALifeWeb_SyncItemList| UserID:24710 | ItemAppID:20 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:20, CategoryTypeID:1, 医药费, 200.0, 2016-3-28 23:57:03, zc, CardID:0
2016-04-04 00:06:53.8020|INFO|AALifeWeb_SyncItemList| UserID:24710 | ItemAppID:21 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:21, CategoryTypeID:1, 医药费, 200.0, 2016-4-28 23:57:03, zc, CardID:0
2016-04-04 00:06:55.2082|INFO|AALifeWeb_SyncItemList| UserID:24710 | ItemAppID:22 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:22, CategoryTypeID:1, 医药费, 200.0, 2016-5-28 23:57:03, zc, CardID:0
2016-04-04 00:06:56.2395|INFO|AALifeWeb_SyncItemList| UserID:24710 | ItemAppID:23 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:23, CategoryTypeID:1, 医药费, 200.0, 2016-6-28 23:57:03, zc, CardID:0
2016-04-04 00:06:57.2863|INFO|AALifeWeb_SyncItemList| UserID:24710 | ItemAppID:24 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:24, CategoryTypeID:1, 医药费, 200.0, 2016-7-28 23:57:03, zc, CardID:0
2016-04-04 00:06:58.2863|INFO|AALifeWeb_SyncItemList| UserID:24710 | ItemAppID:25 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:25, CategoryTypeID:1, 医药费, 200.0, 2016-8-28 23:57:03, zc, CardID:0
2016-04-04 00:06:59.4113|INFO|AALifeWeb_SyncItemList| UserID:24710 | ItemAppID:26 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:26, CategoryTypeID:1, 医药费, 200.0, 2016-9-28 23:57:03, zc, CardID:0
2016-04-04 00:07:00.4270|INFO|AALifeWeb_SyncItemList| UserID:24710 | ItemAppID:27 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:27, CategoryTypeID:1, 医药费, 200.0, 2016-10-28 23:57:03, zc, CardID:0
2016-04-04 00:07:01.5832|INFO|AALifeWeb_SyncItemList| UserID:24710 | ItemAppID:28 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:28, CategoryTypeID:1, 医药费, 200.0, 2016-11-28 23:57:03, zc, CardID:0
2016-04-04 00:07:02.5832|INFO|AALifeWeb_SyncItemList| UserID:24710 | ItemAppID:29 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:29, CategoryTypeID:1, 医药费, 200.0, 2016-12-28 23:57:03, zc, CardID:0
2016-04-04 00:07:03.6301|INFO|AALifeWeb_SyncItemList| UserID:24710 | ItemAppID:30 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:30, CategoryTypeID:1, 医药费, 200.0, 2017-1-28 23:57:03, zc, CardID:0
2016-04-04 00:07:05.0832|INFO|AALifeWeb_SyncItemList| UserID:24710 | ItemAppID:31 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:31, CategoryTypeID:1, 医药费, 200.0, 2017-2-28 23:57:03, zc, CardID:0
2016-04-04 00:07:06.1145|INFO|AALifeWeb_SyncItemList| UserID:24710 | ItemAppID:32 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:32, CategoryTypeID:1, 零食(零食), 6.5, 2016-3-31 20:54:44, zc, CardID:0
2016-04-04 00:07:07.3801|INFO|AALifeWeb_SyncItemList| UserID:24710 | ItemAppID:33 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:33, CategoryTypeID:4, 辣条, 15.0, 2016-4-3 13:33:36, zc, CardID:0
2016-04-04 00:07:08.4270|INFO|AALifeWeb_SyncItemList| UserID:24710 | ItemAppID:34 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:34, CategoryTypeID:2, 香芋扣肉饭, 17.0, 2016-4-3 23:17:11, zc, CardID:0
2016-04-04 00:07:09.4270|INFO|AALifeWeb_SyncItemList| UserID:24710 | ItemAppID:35 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:35, CategoryTypeID:10, 电影(灵偶契约), 46.0, 2016-4-4 0:04:46, zc, CardID:0
2016-04-04 01:07:58.2777|INFO|AALifeWeb_SyncItemList| UserID:24427 | ItemAppID:70 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:70, CategoryTypeID:22, 第三疗程第四针万柯, 12730.0, 2016-3-12 17:13:25, zc, CardID:10
2016-04-04 01:08:11.0901|INFO|AALifeWeb_SyncItemList| UserID:24427 | ItemAppID:71 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:71, CategoryTypeID:22, 第三疗程阿米福丁药4, 446.89, 2016-3-12 17:13:56, zc, CardID:10
2016-04-04 01:08:23.7305|INFO|AALifeWeb_SyncItemList| UserID:24427 | ItemAppID:72 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:72, CategoryTypeID:22, 第三疗程住院费（补交）, 8220.64, 2016-3-13 17:15:42, zc, CardID:10
2016-04-04 01:08:36.4335|INFO|AALifeWeb_SyncItemList| UserID:24427 | ItemAppID:73 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:73, CategoryTypeID:22, 第四疗程第一针万柯, 12730.0, 2016-3-24 17:17:42, zc, CardID:10
2016-04-04 01:08:49.1365|INFO|AALifeWeb_SyncItemList| UserID:24427 | ItemAppID:74 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:74, CategoryTypeID:22, 第四疗程第二针万柯, 12730.0, 2016-3-27 17:18:35, zc, CardID:10
2016-04-04 01:09:00.6832|INFO|AALifeWeb_SyncItemList| UserID:24427 | ItemAppID:75 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:75, CategoryTypeID:22, 第四疗程阿米福丁药2, 446.89, 2016-3-27 17:19:19, zc, CardID:10
2016-04-04 01:09:11.0580|INFO|AALifeWeb_SyncItemList| UserID:24427 | ItemAppID:76 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:76, CategoryTypeID:22, 第四疗程第三针万柯, 12730.0, 2016-3-31 17:20:06, zc, CardID:10
2016-04-04 01:09:21.5423|INFO|AALifeWeb_SyncItemList| UserID:24427 | ItemAppID:77 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:77, CategoryTypeID:22, 第四疗程阿米福丁药3, 446.89, 2016-3-31 17:20:40, zc, CardID:10
2016-04-04 01:09:31.9953|INFO|AALifeWeb_SyncItemList| UserID:24427 | ItemAppID:78 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:78, CategoryTypeID:22, 第四疗程第三四针万柯, 12730.0, 2016-4-3 17:21:38, zc, CardID:10
2016-04-04 01:09:42.4483|INFO|AALifeWeb_SyncItemList| UserID:24427 | ItemAppID:79 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:79, CategoryTypeID:22, 第四疗程住院押金, 20000.0, 2016-3-23 17:23:45, zc, CardID:10
2016-04-04 01:09:52.8856|INFO|AALifeWeb_SyncItemList| UserID:24427 | ItemAppID:80 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:80, CategoryTypeID:22, 第四疗程阿米福丁药4, 446.89, 2016-4-3 17:27:49, zc, CardID:10
2016-04-04 01:10:03.3230|INFO|AALifeWeb_SyncItemList| UserID:24427 | ItemAppID:81 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:81, CategoryTypeID:22, 第四疗程阿米福丁药1, 446.89, 2016-3-24 17:28:47, zc, CardID:10
2016-04-04 01:10:13.7604|INFO|AALifeWeb_SyncItemList| UserID:24427 | ItemAppID:82 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:82, CategoryTypeID:22, 利息收入, 25.21, 2016-3-21 17:48:52, sr, CardID:10
2016-04-04 01:10:24.0884|INFO|AALifeWeb_SyncItemList| UserID:24427 | ItemAppID:83 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:83, CategoryTypeID:9, 网购, 705.0, 2016-3-6 17:52:17, zc, CardID:6
2016-04-04 01:10:34.5570|INFO|AALifeWeb_SyncItemList| UserID:24427 | ItemAppID:84 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:84, CategoryTypeID:9, 利息收入, 11.18, 2016-3-21 17:52:52, sr, CardID:6
2016-04-04 01:10:45.3225|INFO|AALifeWeb_SyncItemList| UserID:24427 | ItemAppID:85 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:85, CategoryTypeID:20, 账目调整, 4689.02, 2016-4-3 17:58:32, sr, CardID:4
2016-04-04 01:10:55.7755|INFO|AALifeWeb_SyncItemList| UserID:24427 | ItemAppID:86 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:86, CategoryTypeID:12, 爱华缴阿妈住院押金, 20000.0, 2016-3-23 18:00:51, jr, CardID:4
2016-04-04 01:11:06.2441|INFO|AALifeWeb_SyncItemList| UserID:24427 | ItemAppID:87 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:87, CategoryTypeID:9, 给嘉嘉游学江苏零用钱, 550.0, 2016-4-2 18:04:47, zc, CardID:0
2016-04-04 01:11:16.7439|INFO|AALifeWeb_SyncItemList| UserID:24427 | ItemAppID:88 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:88, CategoryTypeID:9, 给阿妈零用钱, 1000.0, 2016-3-25 18:09:30, zc, CardID:0
2016-04-04 01:11:27.2438|INFO|AALifeWeb_SyncItemList| UserID:24427 | ItemAppID:89 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:89, CategoryTypeID:9, 日常零花, 800.0, 2016-3-25 18:09:56, zc, CardID:0
2016-04-04 01:11:37.6187|INFO|AALifeWeb_SyncItemList| UserID:24427 | ItemAppID:90 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:90, CategoryTypeID:9, 爱华给零钱, 1000.0, 2016-4-2 18:10:34, sr, CardID:0
2016-04-04 01:11:48.0717|INFO|AALifeWeb_SyncItemList| UserID:24427 | ItemAppID:91 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:91, CategoryTypeID:9, 平帐, 93.16, 2016-3-20 18:16:00, zc, CardID:12
2016-04-04 01:24:13.5977|INFO|AALifeWeb_SyncNewUser| UserInfo -> UserID:0, kouyang777, ~人参娃娃~, user.gif, 5.4.0_360, IsUpdate:1
2016-04-04 01:34:59.8749|INFO|AALifeWeb_SyncLoginQQNew| UserInfo -> UserID:0, sjqq47986, 西洋梨小姐, http://q.qlogo.cn/qqapp/100761541/AEB1BEE31C9BCDBBDA87176A861A06AF/100, sjqq_360, IsUpdate:1
2016-04-04 01:34:59.8749|INFO|AALifeWeb_SyncLoginQQNew| OAuthInfo -> OAuthID:0, AEB1BEE31C9BCDBBDA87176A861A06AF, 6BBE7A768139D98D7FA54ECCAE14EC54, UserID:0, OldUserID:0, sjqq
2016-04-04 01:58:15.2409|INFO|AALifeWeb_SyncItemList| UserID:23610 | ItemAppID:143 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:143, CategoryTypeID:14, 百家乐, 600.0, 2016-4-4 1:55:34, sr, CardID:0
2016-04-04 01:58:17.8659|INFO|AALifeWeb_SyncItemList| UserID:23610 | ItemAppID:144 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:144, CategoryTypeID:12, Sukin收入, 100.0, 2016-4-4 1:56:04, sr, CardID:0
2016-04-04 01:58:18.6315|INFO|AALifeWeb_SyncItemList| UserID:23610 | ItemAppID:145 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:145, CategoryTypeID:9, 充车卡, 80.0, 2016-4-4 1:56:51, zc, CardID:0
2016-04-04 01:58:18.9909|INFO|AALifeWeb_SyncItemList| UserID:23610 | ItemAppID:146 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:146, CategoryTypeID:9, 的士费, 30.0, 2016-4-4 1:57:13, zc, CardID:0
2016-04-04 03:48:57.5248|INFO|AALifeWeb_SyncLoginQQNew| UserInfo -> UserID:0, sjqq19074, 淺念♀舊時光, http://q.qlogo.cn/qqapp/100761541/F658FF69ACA09000739738F20454D741/100, sjqq_mi, IsUpdate:1
2016-04-04 03:48:57.5248|INFO|AALifeWeb_SyncLoginQQNew| OAuthInfo -> OAuthID:0, F658FF69ACA09000739738F20454D741, B5C80F6F1076C8D466EB7DB2BAE6874A, UserID:0, OldUserID:0, sjqq
2016-04-04 04:09:15.9779|INFO|AALifeWeb_SyncItemList| UserID:24538 | ItemAppID:153 | ItemWebID:0 | ItemInfo -> ItemID:739708, ItemAppID:153, CategoryTypeID:5, 芒果, 14.0, 2016-4-1 14:15:38, zc, CardID:0
2016-04-04 04:09:16.3842|INFO|AALifeWeb_SyncItemList| UserID:24538 | ItemAppID:164 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:164, CategoryTypeID:24, 余额宝, 0.04, 2016-4-2 14:02:08, sr, CardID:4
2016-04-04 04:09:16.6029|INFO|AALifeWeb_SyncItemList| UserID:24538 | ItemAppID:165 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:165, CategoryTypeID:9, 公交, 1.0, 2016-4-2 14:02:21, zc, CardID:0
2016-04-04 04:09:16.8373|INFO|AALifeWeb_SyncItemList| UserID:24538 | ItemAppID:166 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:166, CategoryTypeID:12, 烧麦+豆浆, 4.0, 2016-4-2 14:02:47, zc, CardID:0
2016-04-04 04:09:17.0717|INFO|AALifeWeb_SyncItemList| UserID:24538 | ItemAppID:167 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:167, CategoryTypeID:14, 包子+豆浆, 14.0, 2016-4-2 14:03:32, zc, CardID:0
2016-04-04 04:09:17.2904|INFO|AALifeWeb_SyncItemList| UserID:24538 | ItemAppID:168 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:168, CategoryTypeID:14, 杂酱粉, 14.0, 2016-4-2 14:03:45, zc, CardID:0
2016-04-04 04:09:17.5248|INFO|AALifeWeb_SyncItemList| UserID:24538 | ItemAppID:169 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:169, CategoryTypeID:9, 周雅妤给我钱, 50.0, 2016-4-2 14:13:22, hr, CardID:0
2016-04-04 04:09:17.7279|INFO|AALifeWeb_SyncItemList| UserID:24538 | ItemAppID:170 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:170, CategoryTypeID:9, 梦楠姐姐给我钱, 10.0, 2016-4-2 14:13:45, hr, CardID:0
2016-04-04 04:09:17.8842|INFO|AALifeWeb_SyncItemList| UserID:24538 | ItemAppID:171 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:171, CategoryTypeID:9, 资料费, 50.0, 2016-4-2 14:14:01, zc, CardID:0
2016-04-04 04:09:18.0873|INFO|AALifeWeb_SyncItemList| UserID:24538 | ItemAppID:172 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:172, CategoryTypeID:9, 公交, 2.0, 2016-4-2 19:25:25, zc, CardID:0
2016-04-04 04:09:18.2748|INFO|AALifeWeb_SyncItemList| UserID:24538 | ItemAppID:173 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:173, CategoryTypeID:18, 周雅妤借我钱, 20.0, 2016-4-2 19:25:46, zc, CardID:0
2016-04-04 04:09:18.4936|INFO|AALifeWeb_SyncItemList| UserID:24538 | ItemAppID:174 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:174, CategoryTypeID:24, 余额宝, 0.04, 2016-4-3 4:06:55, sr, CardID:4
2016-04-04 04:09:18.6811|INFO|AALifeWeb_SyncItemList| UserID:24538 | ItemAppID:175 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:175, CategoryTypeID:18, 三哥还我钱, 64.0, 2016-4-3 4:07:38, sr, CardID:4
2016-04-04 04:09:18.8686|INFO|AALifeWeb_SyncItemList| UserID:24538 | ItemAppID:176 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:176, CategoryTypeID:24, 余额宝, 0.04, 2016-4-4 4:07:30, sr, CardID:4
2016-04-04 04:09:19.0561|INFO|AALifeWeb_SyncItemList| UserID:24538 | ItemAppID:177 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:177, CategoryTypeID:9, 妈妈给我钱, 40.0, 2016-4-3 4:08:24, sr, CardID:0
2016-04-04 04:09:19.2748|INFO|AALifeWeb_SyncItemList| UserID:24538 | ItemAppID:178 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:178, CategoryTypeID:9, 爷给我钱, 100.0, 2016-4-3 4:08:43, sr, CardID:0
2016-04-04 04:09:19.4467|INFO|AALifeWeb_SyncItemList| UserID:24538 | ItemAppID:179 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:179, CategoryTypeID:6, 卫生巾, 11.0, 2016-4-4 4:09:06, zc, CardID:0
2016-04-04 06:06:02.3998|INFO|AALifeWeb_SyncItemList| UserID:23022 | ItemAppID:153 | ItemWebID:0 | ItemInfo -> ItemID:685504, ItemAppID:153, CategoryTypeID:6, 房租, 700.0, 2016-2-4 23:48:58, zc, CardID:0
2016-04-04 06:06:03.0248|INFO|AALifeWeb_SyncItemList| UserID:23022 | ItemAppID:161 | ItemWebID:0 | ItemInfo -> ItemID:685512, ItemAppID:161, CategoryTypeID:6, 卢晓龙, 8000.0, 2016-2-2 0:31:25, zc, CardID:0
2016-04-04 06:06:03.4779|INFO|AALifeWeb_SyncItemList| UserID:23022 | ItemAppID:162 | ItemWebID:0 | ItemInfo -> ItemID:685513, ItemAppID:162, CategoryTypeID:6, 追逐小能手, 100.0, 2016-2-2 0:31:33, zc, CardID:0
2016-04-04 06:06:03.9154|INFO|AALifeWeb_SyncItemList| UserID:23022 | ItemAppID:163 | ItemWebID:0 | ItemInfo -> ItemID:685514, ItemAppID:163, CategoryTypeID:6, 廖家村村仔, 200.0, 2016-2-2 0:31:42, zc, CardID:0
2016-04-04 06:06:04.5092|INFO|AALifeWeb_SyncItemList| UserID:23022 | ItemAppID:183 | ItemWebID:0 | ItemInfo -> ItemID:715118, ItemAppID:183, CategoryTypeID:7, KFC, 81.5, 2016-2-10 2:21:13, zc, CardID:0
2016-04-04 06:06:05.0092|INFO|AALifeWeb_SyncItemList| UserID:23022 | ItemAppID:194 | ItemWebID:0 | ItemInfo -> ItemID:715129, ItemAppID:194, CategoryTypeID:6, 代购袜子, 90.0, 2016-2-15 0:11:50, zc, CardID:0
2016-04-04 06:06:05.4311|INFO|AALifeWeb_SyncItemList| UserID:23022 | ItemAppID:241 | ItemWebID:0 | ItemInfo -> ItemID:715176, ItemAppID:241, CategoryTypeID:6, 代购, 100.0, 2016-3-2 0:32:10, zc, CardID:0
2016-04-04 06:06:06.0092|INFO|AALifeWeb_SyncItemList| UserID:23022 | ItemAppID:271 | ItemWebID:0 | ItemInfo -> ItemID:721615, ItemAppID:271, CategoryTypeID:6, 代购, 100.0, 2016-3-10 0:49:25, sr, CardID:0
2016-04-04 06:06:06.5561|INFO|AALifeWeb_SyncItemList| UserID:23022 | ItemAppID:289 | ItemWebID:0 | ItemInfo -> ItemID:733960, ItemAppID:289, CategoryTypeID:6, 房租, 1400.0, 2016-3-17 3:39:44, zc, CardID:0
2016-04-04 06:06:06.9467|INFO|AALifeWeb_SyncItemList| UserID:23022 | ItemAppID:294 | ItemWebID:0 | ItemInfo -> ItemID:733965, ItemAppID:294, CategoryTypeID:12, 代购, 438.0, 2016-3-18 3:12:25, zc, CardID:0
2016-04-04 06:06:07.3529|INFO|AALifeWeb_SyncItemList| UserID:23022 | ItemAppID:307 | ItemWebID:0 | ItemInfo -> ItemID:733978, ItemAppID:307, CategoryTypeID:12, 代购沐浴露, 218.0, 2016-3-23 2:57:02, zc, CardID:0
2016-04-04 06:06:07.7436|INFO|AALifeWeb_SyncItemList| UserID:23022 | ItemAppID:311 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:311, CategoryTypeID:6, 余额宝, 0.26, 2016-3-24 2:49:35, sr, CardID:0
2016-04-04 06:06:08.0248|INFO|AALifeWeb_SyncItemList| UserID:23022 | ItemAppID:312 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:312, CategoryTypeID:12, JD, 80.6, 2016-3-24 2:52:49, zc, CardID:0
2016-04-04 06:06:08.3529|INFO|AALifeWeb_SyncItemList| UserID:23022 | ItemAppID:313 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:313, CategoryTypeID:6, 衣服, 90.0, 2016-3-24 2:53:11, zc, CardID:0
2016-04-04 06:06:08.5873|INFO|AALifeWeb_SyncItemList| UserID:23022 | ItemAppID:314 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:314, CategoryTypeID:6, 余额宝, 0.26, 2016-3-25 2:53:49, sr, CardID:0
2016-04-04 06:06:08.8529|INFO|AALifeWeb_SyncItemList| UserID:23022 | ItemAppID:315 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:315, CategoryTypeID:6, 话费, 7.89, 2016-3-25 2:54:11, zc, CardID:0
2016-04-04 06:06:09.1342|INFO|AALifeWeb_SyncItemList| UserID:23022 | ItemAppID:316 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:316, CategoryTypeID:7, 超市, 39.5, 2016-3-25 2:54:52, zc, CardID:0
