2016-04-10 00:03:22.7475|INFO|AALifeWeb_SyncItemList| UserID:23610 | ItemAppID:158 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:158, CategoryTypeID:9, 的士费, 32.0, 2016-4-9 14:52:57, zc, CardID:0
2016-04-10 01:30:40.7033|INFO|AALifeWeb_SyncItemList| UserID:20256 | ItemAppID:494 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:494, CategoryTypeID:9, 饭费, 200.0, 2016-3-27 18:49:58, sr, CardID:0
2016-04-10 01:30:40.9220|INFO|AALifeWeb_SyncItemList| UserID:20256 | ItemAppID:495 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:495, CategoryTypeID:9, 饭费, 200.0, 2016-4-4 19:49:25, sr, CardID:0
2016-04-10 01:30:41.0626|INFO|AALifeWeb_SyncItemList| UserID:20256 | ItemAppID:496 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:496, CategoryTypeID:9, 充饭卡, 100.0, 2016-4-5 14:36:04, zc, CardID:0
2016-04-10 01:30:41.1876|INFO|AALifeWeb_SyncItemList| UserID:20256 | ItemAppID:497 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:497, CategoryTypeID:2, 炸鸡, 18.5, 2016-4-6 18:41:27, zc, CardID:0
2016-04-10 01:30:41.3283|INFO|AALifeWeb_SyncItemList| UserID:20256 | ItemAppID:498 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:498, CategoryTypeID:12, 化妆棉, 14.0, 2016-4-4 1:30:20, zc, CardID:0
2016-04-10 03:12:44.2808|INFO|AALifeWeb_SyncItemList| UserID:24011 | ItemAppID:55 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:55, CategoryTypeID:34, 2015全年, 16710.0, 2015-12-21 17:51:40, sr, CardID:0
2016-04-10 03:12:44.6402|INFO|AALifeWeb_SyncItemList| UserID:24011 | ItemAppID:110 | ItemWebID:0 | ItemInfo -> ItemID:710975, ItemAppID:110, CategoryTypeID:34, 2015全年, 9522.3, 2015-12-21 0:41:24, sr, CardID:0
2016-04-10 03:12:45.1402|INFO|AALifeWeb_SyncItemList| UserID:24011 | ItemAppID:287 | ItemWebID:0 | ItemInfo -> ItemID:744630, ItemAppID:287, CategoryTypeID:12, 40期输, 6470.0, 2016-4-7 18:42:34, zc, CardID:0
2016-04-10 03:12:45.8121|INFO|AALifeWeb_SyncItemList| UserID:24011 | ItemAppID:289 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:289, CategoryTypeID:4, 泡面, 8.0, 2016-4-8 0:13:47, zc, CardID:0
2016-04-10 03:12:46.0777|INFO|AALifeWeb_SyncItemList| UserID:24011 | ItemAppID:290 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:290, CategoryTypeID:3, 烟, 10.0, 2016-4-8 0:13:58, zc, CardID:0
2016-04-10 03:12:46.4371|INFO|AALifeWeb_SyncItemList| UserID:24011 | ItemAppID:291 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:291, CategoryTypeID:34, 材料, 270.0, 2016-4-8 15:11:01, zc, CardID:0
2016-04-10 03:12:46.7340|INFO|AALifeWeb_SyncItemList| UserID:24011 | ItemAppID:292 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:292, CategoryTypeID:34, 材料, 230.0, 2016-4-8 17:47:26, zc, CardID:0
2016-04-10 03:12:47.0621|INFO|AALifeWeb_SyncItemList| UserID:24011 | ItemAppID:293 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:293, CategoryTypeID:24, 重123.66, 10400.0, 2016-4-8 17:48:24, zc, CardID:0
2016-04-10 03:12:47.6402|INFO|AALifeWeb_SyncItemList| UserID:24011 | ItemAppID:294 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:294, CategoryTypeID:34, 出货123.66, 31224.0, 2016-4-8 17:49:37, sr, CardID:0
2016-04-10 03:12:47.9840|INFO|AALifeWeb_SyncItemList| UserID:24011 | ItemAppID:295 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:295, CategoryTypeID:3, 烟, 10.0, 2016-4-9 0:31:10, zc, CardID:0
2016-04-10 03:12:48.3121|INFO|AALifeWeb_SyncItemList| UserID:24011 | ItemAppID:296 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:296, CategoryTypeID:30, 还, 1480.0, 2016-3-31 0:35:50, hc, CardID:0
2016-04-10 03:12:48.5933|INFO|AALifeWeb_SyncItemList| UserID:24011 | ItemAppID:297 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:297, CategoryTypeID:2, 中餐, 26.0, 2016-4-9 19:11:50, zc, CardID:0
2016-04-10 03:12:48.9371|INFO|AALifeWeb_SyncItemList| UserID:24011 | ItemAppID:298 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:298, CategoryTypeID:2, 晚饭, 16.0, 2016-4-9 19:12:00, zc, CardID:0
2016-04-10 03:12:49.2340|INFO|AALifeWeb_SyncItemList| UserID:24011 | ItemAppID:299 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:299, CategoryTypeID:3, 烟, 10.0, 2016-4-9 19:12:17, zc, CardID:0
2016-04-10 03:12:49.5308|INFO|AALifeWeb_SyncItemList| UserID:24011 | ItemAppID:300 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:300, CategoryTypeID:3, 烟, 10.0, 2016-4-10 1:55:44, zc, CardID:0
2016-04-10 03:12:49.8121|INFO|AALifeWeb_SyncItemList| UserID:24011 | ItemAppID:301 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:301, CategoryTypeID:36, 生活费, 200.0, 2016-4-9 2:35:21, zc, CardID:0
2016-04-10 03:12:50.0933|INFO|AALifeWeb_SyncItemList| UserID:24011 | ItemAppID:302 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:302, CategoryTypeID:36, 车费, 20.0, 2016-4-9 2:35:34, zc, CardID:0
2016-04-10 03:12:50.4058|INFO|AALifeWeb_SyncItemList| UserID:24011 | ItemAppID:303 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:303, CategoryTypeID:32, 三公, 300.0, 2016-4-9 2:37:28, zc, CardID:0
2016-04-10 03:12:50.6871|INFO|AALifeWeb_SyncItemList| UserID:24011 | ItemAppID:304 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:304, CategoryTypeID:12, 41期赢, 5550.0, 2016-4-9 2:41:01, sr, CardID:0
2016-04-10 04:04:09.4058|INFO|AALifeWeb_SyncItemList| UserID:24011 | ItemAppID:301 | ItemWebID:0 | ItemInfo -> ItemID:747207, ItemAppID:301, CategoryTypeID:2, 生活费, 200.0, 2016-4-9 3:38:11, zc, CardID:0
2016-04-10 05:42:39.2027|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:28 | ItemWebID:0 | ItemInfo -> ItemID:722431, ItemAppID:28, CategoryTypeID:14, 早餐, 5.0, 2016-3-10 11:41:36, zc, CardID:0
2016-04-10 05:42:39.8277|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:29 | ItemWebID:0 | ItemInfo -> ItemID:722432, ItemAppID:29, CategoryTypeID:9, 配钥匙, 6.0, 2016-3-10 19:01:44, zc, CardID:0
2016-04-10 05:42:40.2340|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:30 | ItemWebID:0 | ItemInfo -> ItemID:722433, ItemAppID:30, CategoryTypeID:18, 皮蛋瘦肉粥   加一个排骨汤, 13.0, 2016-3-10 19:37:14, zc, CardID:0
2016-04-10 05:42:40.6558|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:31 | ItemWebID:0 | ItemInfo -> ItemID:722434, ItemAppID:31, CategoryTypeID:3, 云烟, 10.0, 2016-3-10 19:37:39, zc, CardID:0
2016-04-10 05:42:41.0465|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:32 | ItemWebID:0 | ItemInfo -> ItemID:722435, ItemAppID:32, CategoryTypeID:30, 早餐, 3.0, 2016-3-11 20:33:56, zc, CardID:0
2016-04-10 05:42:41.4840|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:33 | ItemWebID:0 | ItemInfo -> ItemID:722436, ItemAppID:33, CategoryTypeID:8, 地摊鞋, 65.0, 2016-3-11 20:34:19, zc, CardID:0
2016-04-10 05:42:41.9215|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:34 | ItemWebID:0 | ItemInfo -> ItemID:722437, ItemAppID:34, CategoryTypeID:12, 欠房东100, 100.0, 2016-3-11 20:35:01, zc, CardID:0
2016-04-10 05:42:42.3433|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:35 | ItemWebID:0 | ItemInfo -> ItemID:722438, ItemAppID:35, CategoryTypeID:14, 早餐, 4.0, 2016-3-12 12:35:31, zc, CardID:0
2016-04-10 05:42:42.7340|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:36 | ItemWebID:0 | ItemInfo -> ItemID:722439, ItemAppID:36, CategoryTypeID:28, 早上吃到坐车, 6.0, 2016-3-12 12:36:28, zc, CardID:0
2016-04-10 05:42:43.0933|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:37 | ItemWebID:0 | ItemInfo -> ItemID:722440, ItemAppID:37, CategoryTypeID:5, 苹果, 9.0, 2016-3-12 20:33:29, zc, CardID:0
2016-04-10 05:42:43.5308|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:38 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:38, CategoryTypeID:9, 手机升级, 30.0, 2016-3-12 21:40:22, zc, CardID:0
2016-04-10 05:42:43.7652|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:39 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:39, CategoryTypeID:4, 夜宵, 4.0, 2016-3-12 21:40:37, zc, CardID:0
2016-04-10 05:42:44.0777|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:40 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:40, CategoryTypeID:14, 早餐, 3.0, 2016-3-13 10:23:37, zc, CardID:0
2016-04-10 05:42:46.3590|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:41 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:41, CategoryTypeID:26, 饮料, 5.0, 2016-3-13 16:58:22, zc, CardID:0
2016-04-10 05:42:49.4527|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:42 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:42, CategoryTypeID:18, 夜宵, 8.0, 2016-3-13 21:30:09, zc, CardID:0
2016-04-10 05:42:49.7652|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:43 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:43, CategoryTypeID:9, 戒烟糖, 13.0, 2016-3-13 21:31:11, zc, CardID:0
2016-04-10 05:42:52.5152|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:44 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:44, CategoryTypeID:14, 早餐, 5.0, 2016-3-14 8:31:34, zc, CardID:0
2016-04-10 05:42:52.7496|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:45 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:45, CategoryTypeID:3, 利群, 13.0, 2016-3-15 11:50:50, zc, CardID:0
2016-04-10 05:42:53.0308|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:46 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:46, CategoryTypeID:16, 水饺, 8.0, 2016-3-16 11:51:08, zc, CardID:0
2016-04-10 05:42:53.3121|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:47 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:47, CategoryTypeID:9, 戒烟灵, 56.0, 2016-3-16 11:54:48, zc, CardID:0
2016-04-10 05:42:53.5621|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:48 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:48, CategoryTypeID:28, 公交车, 4.0, 2016-3-16 16:16:24, zc, CardID:0
2016-04-10 05:42:56.9996|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:49 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:49, CategoryTypeID:9, 透明胶卫生纸, 10.0, 2016-3-16 20:31:17, zc, CardID:0
2016-04-10 05:42:57.2965|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:50 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:50, CategoryTypeID:3, 烟, 10.0, 2016-3-16 20:31:56, zc, CardID:0
2016-04-10 05:43:04.2965|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:51 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:51, CategoryTypeID:26, 饮料, 6.5, 2016-3-17 23:59:54, zc, CardID:0
2016-04-10 05:43:05.7652|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:52 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:52, CategoryTypeID:26, 饮料, 6.5, 2016-3-18 23:59:16, zc, CardID:0
2016-04-10 05:43:06.2027|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:53 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:53, CategoryTypeID:14, 肠粉, 4.0, 2016-3-18 18:27:39, zc, CardID:0
2016-04-10 05:43:06.4371|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:54 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:54, CategoryTypeID:18, 快餐, 12.0, 2016-3-18 18:28:02, zc, CardID:0
2016-04-10 05:43:06.7183|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:55 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:55, CategoryTypeID:14, 稀饭, 2.0, 2016-3-19 18:12:11, zc, CardID:0
2016-04-10 05:43:06.9527|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:56 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:56, CategoryTypeID:18, 凉菜, 10.0, 2016-3-19 18:12:22, zc, CardID:0
2016-04-10 05:43:07.2027|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:57 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:57, CategoryTypeID:32, 话费, 100.0, 2016-3-19 18:15:19, zc, CardID:0
2016-04-10 05:43:07.4058|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:58 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:58, CategoryTypeID:18, 凉菜, 7.0, 2016-3-19 4:56:15, zc, CardID:0
2016-04-10 05:43:07.6402|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:59 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:59, CategoryTypeID:18, 快餐, 10.0, 2016-3-20 7:15:49, zc, CardID:0
2016-04-10 05:43:07.8902|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:60 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:60, CategoryTypeID:18, 饺子, 8.0, 2016-3-21 1:42:46, zc, CardID:0
2016-04-10 05:43:08.1402|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:61 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:61, CategoryTypeID:18, 烟, 10.0, 2016-3-22 1:43:09, zc, CardID:0
2016-04-10 05:43:08.3902|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:62 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:62, CategoryTypeID:14, 肠粉 粥, 5.5, 2016-3-23 10:33:52, zc, CardID:0
2016-04-10 05:43:08.6246|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:63 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:63, CategoryTypeID:16, 炒粉, 6.0, 2016-3-23 10:34:08, zc, CardID:0
2016-04-10 05:43:08.8746|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:64 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:64, CategoryTypeID:3, 烟, 10.0, 2016-3-23 10:34:56, zc, CardID:0
2016-04-10 05:43:09.1090|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:65 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:65, CategoryTypeID:1, 凉菜, 5.0, 2016-3-24 8:00:05, zc, CardID:0
2016-04-10 05:43:09.2965|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:66 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:66, CategoryTypeID:18, 炒粉, 6.0, 2016-3-24 8:00:43, zc, CardID:0
2016-04-10 05:43:09.5465|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:67 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:67, CategoryTypeID:18, 排骨  拌面, 10.0, 2016-3-25 5:09:54, zc, CardID:0
2016-04-10 05:43:09.7808|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:68 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:68, CategoryTypeID:18, 排骨汤拌面, 10.0, 2016-3-26 3:43:12, zc, CardID:0
2016-04-10 05:43:10.0621|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:69 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:69, CategoryTypeID:14, 包子豆浆, 3.0, 2016-3-26 3:43:31, zc, CardID:0
2016-04-10 05:43:10.2808|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:70 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:70, CategoryTypeID:9, 天虹购物, 50.0, 2016-3-27 12:31:37, zc, CardID:0
2016-04-10 05:43:10.5152|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:71 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:71, CategoryTypeID:14, 肠粉, 3.5, 2016-3-28 12:30:15, zc, CardID:0
2016-04-10 05:43:10.7965|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:72 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:72, CategoryTypeID:1, 买菜, 5.5, 2016-3-28 12:31:21, zc, CardID:0
2016-04-10 05:43:11.0465|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:73 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:73, CategoryTypeID:14, 肠粉, 3.5, 2016-3-29 12:21:35, zc, CardID:0
2016-04-10 05:43:11.2496|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:74 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:74, CategoryTypeID:3, 烟, 10.0, 2016-3-28 12:22:29, zc, CardID:0
2016-04-10 05:43:11.4527|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:75 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:75, CategoryTypeID:3, 摩的, 10.0, 2016-3-29 19:26:25, zc, CardID:0
2016-04-10 05:43:11.6715|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:76 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:76, CategoryTypeID:28, 坐摩托, 7.0, 2016-3-30 4:58:19, zc, CardID:0
2016-04-10 05:43:11.8902|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:77 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:77, CategoryTypeID:3, 烟, 10.0, 2016-3-30 4:59:08, zc, CardID:0
2016-04-10 05:43:12.1402|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:78 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:78, CategoryTypeID:14, 早餐, 5.0, 2016-3-31 11:51:56, zc, CardID:0
2016-04-10 05:43:12.3433|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:79 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:79, CategoryTypeID:3, 烟, 10.0, 2016-3-31 11:52:16, zc, CardID:0
2016-04-10 05:43:12.5621|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:80 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:80, CategoryTypeID:16, 肠粉, 4.0, 2016-3-31 11:52:30, zc, CardID:0
2016-04-10 05:43:12.8277|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:81 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:81, CategoryTypeID:22, 药, 20.0, 2016-3-31 11:52:44, zc, CardID:0
2016-04-10 05:43:13.0933|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:82 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:82, CategoryTypeID:14, 包子, 3.0, 2016-4-1 19:04:40, zc, CardID:0
2016-04-10 05:43:13.2808|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:83 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:83, CategoryTypeID:18, 排骨  拌面, 10.0, 2016-4-1 19:04:55, zc, CardID:0
2016-04-10 05:43:13.4527|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:84 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:84, CategoryTypeID:18, 快餐, 12.0, 2016-4-2 0:40:47, zc, CardID:0
2016-04-10 05:43:13.6871|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:85 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:85, CategoryTypeID:3, 烟, 12.0, 2016-4-2 0:41:22, zc, CardID:0
2016-04-10 05:43:14.0621|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:86 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:86, CategoryTypeID:28, 坐车, 5.0, 2016-4-3 9:39:19, zc, CardID:0
2016-04-10 05:43:14.3121|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:87 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:87, CategoryTypeID:9, 求签, 30.0, 2016-4-3 18:15:42, zc, CardID:0
2016-04-10 05:43:14.5621|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:88 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:88, CategoryTypeID:28, 坐车25+2+2+2, 31.0, 2016-4-3 18:16:21, zc, CardID:0
2016-04-10 05:43:14.8433|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:89 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:89, CategoryTypeID:28, 坐车, 9.0, 2016-4-3 13:23:14, zc, CardID:0
2016-04-10 05:43:15.2340|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:90 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:90, CategoryTypeID:18, 炒粉, 6.0, 2016-4-3 13:24:08, zc, CardID:0
2016-04-10 05:43:15.5621|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:91 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:91, CategoryTypeID:26, 买水, 13.0, 2016-4-3 13:25:19, zc, CardID:0
2016-04-10 05:43:15.8433|INFO|AALifeWeb_SyncItemList| UserID:24315 | ItemAppID:92 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:92, CategoryTypeID:14, 肠粉包子, 5.5, 2016-4-4 13:25:45, zc, CardID:0
