2016-04-19 00:12:35.9668|INFO|AALifeWeb_SyncItemList| UserID:19984 | ItemAppID:273 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:273, CategoryTypeID:14, 两房管理费, 478.0, 2016-4-18 17:51:15, zc, CardID:0
2016-04-19 00:17:16.5762|INFO|AALifeWeb_SyncItemList| UserID:20864 | ItemAppID:10 | ItemWebID:0 | ItemInfo -> ItemID:686439, ItemAppID:10, CategoryTypeID:1, 买肉其它, 50.0, 2016-4-14 17:27:24, zc, CardID:0
2016-04-19 00:17:16.7949|INFO|AALifeWeb_SyncItemList| UserID:20864 | ItemAppID:11 | ItemWebID:0 | ItemInfo -> ItemID:686440, ItemAppID:11, CategoryTypeID:1, 零食, 72.0, 2016-4-17 2:21:44, zc, CardID:0
2016-04-19 00:17:17.0293|INFO|AALifeWeb_SyncItemList| UserID:20864 | ItemAppID:12 | ItemWebID:0 | ItemInfo -> ItemID:686441, ItemAppID:12, CategoryTypeID:1, 清啊, 100.0, 2016-4-19 0:10:59, zc, CardID:0
2016-04-19 00:17:17.2481|INFO|AALifeWeb_SyncItemList| UserID:20864 | ItemAppID:13 | ItemWebID:0 | ItemInfo -> ItemID:686442, ItemAppID:13, CategoryTypeID:1, 存农行, 300.0, 2016-4-19 0:11:14, zc, CardID:0
2016-04-19 00:17:17.4668|INFO|AALifeWeb_SyncItemList| UserID:20864 | ItemAppID:14 | ItemWebID:0 | ItemInfo -> ItemID:686443, ItemAppID:14, CategoryTypeID:1, 存工商, 1400.0, 2016-4-19 0:11:29, zc, CardID:0
2016-04-19 00:17:17.6856|INFO|AALifeWeb_SyncItemList| UserID:20864 | ItemAppID:15 | ItemWebID:0 | ItemInfo -> ItemID:686444, ItemAppID:15, CategoryTypeID:1, 买卤料, 55.0, 2016-4-19 0:11:56, zc, CardID:0
2016-04-19 00:21:58.1699|INFO|AALifeWeb_SyncItemList| UserID:24485 | ItemAppID:107 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:107, CategoryTypeID:9, 借给周哥, 60.0, 2016-4-18 15:40:45, jc, CardID:0
2016-04-19 00:21:58.4981|INFO|AALifeWeb_SyncItemList| UserID:24485 | ItemAppID:108 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:108, CategoryTypeID:9, 周哥还钱, 210.0, 2016-4-19 0:21:48, hr, CardID:0
2016-04-19 00:35:33.9199|INFO|AALifeWeb_SyncItemList| UserID:23306 | ItemAppID:225 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:225, CategoryTypeID:5, 香蕉, 2.0, 2016-4-18 0:34:28, zc, CardID:0
2016-04-19 00:35:34.2637|INFO|AALifeWeb_SyncItemList| UserID:23306 | ItemAppID:226 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:226, CategoryTypeID:1, 菜, 73.5, 2016-4-18 0:34:59, zc, CardID:0
2016-04-19 00:35:34.6074|INFO|AALifeWeb_SyncItemList| UserID:23306 | ItemAppID:227 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:227, CategoryTypeID:6, 蛋, 160.0, 2016-4-18 0:35:13, zc, CardID:0
2016-04-19 00:35:34.9668|INFO|AALifeWeb_SyncItemList| UserID:23306 | ItemAppID:228 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:228, CategoryTypeID:4, 卖巴拉达晚, 341.0, 2016-4-18 0:35:26, sr, CardID:0
2016-04-19 04:11:55.5781|INFO|AALifeWeb_SyncItemList| UserID:17682 | ItemAppID:922 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:922, CategoryTypeID:22, 霄医院, 200.0, 2016-4-16 20:43:03, zc, CardID:0
2016-04-19 04:11:55.7969|INFO|AALifeWeb_SyncItemList| UserID:17682 | ItemAppID:923 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:923, CategoryTypeID:26, 转账, 2500.0, 2016-4-16 20:43:13, zc, CardID:0
2016-04-19 04:11:56.0313|INFO|AALifeWeb_SyncItemList| UserID:17682 | ItemAppID:924 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:924, CategoryTypeID:22, 龙头, 38.0, 2016-4-16 20:43:22, zc, CardID:0
2016-04-19 04:11:56.2344|INFO|AALifeWeb_SyncItemList| UserID:17682 | ItemAppID:925 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:925, CategoryTypeID:24, 晚饭, 49.0, 2016-4-18 3:03:46, zc, CardID:0
2016-04-19 04:11:56.7188|INFO|AALifeWeb_SyncItemList| UserID:17682 | ItemAppID:926 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:926, CategoryTypeID:24, 水, 26.0, 2016-4-18 3:03:53, zc, CardID:0
2016-04-19 06:38:49.5000|INFO|AALifeWeb_SyncItemList| UserID:20345 | ItemAppID:633 | ItemWebID:0 | ItemInfo -> ItemID:754526, ItemAppID:633, CategoryTypeID:2, 蒙自源, 41.0, 2016-4-16 6:38:12, zc, CardID:0
2016-04-19 06:38:49.9688|INFO|AALifeWeb_SyncItemList| UserID:20345 | ItemAppID:637 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:637, CategoryTypeID:9, 的士费, 26.0, 2016-4-17 6:37:54, zc, CardID:0
2016-04-19 06:42:13.8906|INFO|AALifeWeb_SyncLoginQQNew| UserInfo -> UserID:0, sjqq68580, 一 个 人, http://q.qlogo.cn/qqapp/100761541/E00E6297275A303032339FF8732412CE/100, sjqq_tx, IsUpdate:1
2016-04-19 06:42:13.8906|INFO|AALifeWeb_SyncLoginQQNew| OAuthInfo -> OAuthID:0, E00E6297275A303032339FF8732412CE, 41E3100DEE13F6C3AC08A30719EF16B4, UserID:0, OldUserID:0, sjqq
2016-04-19 06:42:45.1406|INFO|AALifeWeb_SyncItemListWebBack| Success:True | ItemID:True | ItemAppID:598323
2016-04-19 06:42:45.9531|INFO|AALifeWeb_SyncItemListWebBack| Success:True | ItemID:True | ItemAppID:598324
2016-04-19 06:42:46.8438|INFO|AALifeWeb_SyncItemListWebBack| Success:True | ItemID:True | ItemAppID:598325
2016-04-19 06:42:47.7344|INFO|AALifeWeb_SyncItemListWebBack| Success:True | ItemID:True | ItemAppID:598326
2016-04-19 06:42:48.5625|INFO|AALifeWeb_SyncItemListWebBack| Success:True | ItemID:True | ItemAppID:598327
2016-04-19 06:42:49.3750|INFO|AALifeWeb_SyncItemListWebBack| Success:True | ItemID:True | ItemAppID:598328
2016-04-19 07:27:42.0938|INFO|AALifeWeb_SyncLoginQQNew| UserInfo -> UserID:0, sjqq40730, 刘春杨, http://q.qlogo.cn/qqapp/100761541/6B2326980676FA72918D0AFC60BD4301/100, sjqq_mz, IsUpdate:1
2016-04-19 07:27:42.0938|INFO|AALifeWeb_SyncLoginQQNew| OAuthInfo -> OAuthID:0, 6B2326980676FA72918D0AFC60BD4301, 2F098817B54FAEFDD3290C2CE2EEDD9F, UserID:0, OldUserID:0, sjqq
2016-04-19 07:36:46.9531|INFO|AALifeWeb_SyncItemList| UserID:23996 | ItemAppID:79 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:79, CategoryTypeID:2, 晚餐(聚餐), 200.0, 2016-3-28 13:43:50, zc, CardID:0
2016-04-19 07:36:47.1406|INFO|AALifeWeb_SyncItemList| UserID:23996 | ItemAppID:80 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:80, CategoryTypeID:2, 早餐, 5.0, 2016-3-29 13:47:12, zc, CardID:0
2016-04-19 07:36:47.2813|INFO|AALifeWeb_SyncItemList| UserID:23996 | ItemAppID:81 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:81, CategoryTypeID:4, 泡面, 10.0, 2016-3-29 13:47:42, zc, CardID:0
2016-04-19 07:36:47.4375|INFO|AALifeWeb_SyncItemList| UserID:23996 | ItemAppID:82 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:82, CategoryTypeID:8, 亲子装（网购）, 150.0, 2016-3-30 16:04:54, zc, CardID:0
2016-04-19 07:36:47.5938|INFO|AALifeWeb_SyncItemList| UserID:23996 | ItemAppID:83 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:83, CategoryTypeID:9, 鼻炎药, 20.0, 2016-3-30 17:39:25, zc, CardID:0
2016-04-19 07:36:47.7656|INFO|AALifeWeb_SyncItemList| UserID:23996 | ItemAppID:84 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:84, CategoryTypeID:7, 台灯（网购）, 60.0, 2016-3-31 13:50:56, zc, CardID:0
2016-04-19 07:36:47.9375|INFO|AALifeWeb_SyncItemList| UserID:23996 | ItemAppID:85 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:85, CategoryTypeID:2, 早餐, 5.0, 2016-3-31 13:51:10, zc, CardID:0
2016-04-19 07:36:48.0938|INFO|AALifeWeb_SyncItemList| UserID:23996 | ItemAppID:86 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:86, CategoryTypeID:4, 泡面, 15.0, 2016-3-31 13:51:28, zc, CardID:0
2016-04-19 07:36:48.2813|INFO|AALifeWeb_SyncItemList| UserID:23996 | ItemAppID:87 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:87, CategoryTypeID:2, 早餐, 5.0, 2016-4-1 12:56:10, zc, CardID:0
2016-04-19 07:36:48.4219|INFO|AALifeWeb_SyncItemList| UserID:23996 | ItemAppID:88 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:88, CategoryTypeID:14, 洗车, 30.0, 2016-4-2 16:31:13, zc, CardID:0
2016-04-19 07:36:48.5469|INFO|AALifeWeb_SyncItemList| UserID:23996 | ItemAppID:89 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:89, CategoryTypeID:2, 早餐, 20.0, 2016-4-2 16:31:28, zc, CardID:0
2016-04-19 07:36:48.6875|INFO|AALifeWeb_SyncItemList| UserID:23996 | ItemAppID:90 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:90, CategoryTypeID:4, 酸奶一箱, 60.0, 2016-4-2 13:46:38, zc, CardID:0
2016-04-19 07:36:48.8594|INFO|AALifeWeb_SyncItemList| UserID:23996 | ItemAppID:91 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:91, CategoryTypeID:4, 泡面, 10.0, 2016-4-5 20:26:54, zc, CardID:0
2016-04-19 07:36:49.0000|INFO|AALifeWeb_SyncItemList| UserID:23996 | ItemAppID:92 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:92, CategoryTypeID:2, 晚餐, 30.0, 2016-4-5 20:27:41, zc, CardID:0
2016-04-19 07:36:49.1406|INFO|AALifeWeb_SyncItemList| UserID:23996 | ItemAppID:93 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:93, CategoryTypeID:2, 早餐, 10.0, 2016-4-6 20:27:59, zc, CardID:0
2016-04-19 07:36:49.3438|INFO|AALifeWeb_SyncItemList| UserID:23996 | ItemAppID:94 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:94, CategoryTypeID:2, 早餐, 10.0, 2016-4-7 8:22:13, zc, CardID:0
2016-04-19 07:36:49.5313|INFO|AALifeWeb_SyncItemList| UserID:23996 | ItemAppID:95 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:95, CategoryTypeID:9, 电话费, 100.0, 2016-4-7 12:37:32, zc, CardID:0
2016-04-19 07:36:49.7188|INFO|AALifeWeb_SyncItemList| UserID:23996 | ItemAppID:96 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:96, CategoryTypeID:7, 钢化膜（网购）, 40.0, 2016-4-7 12:55:44, zc, CardID:0
2016-04-19 07:36:49.8594|INFO|AALifeWeb_SyncItemList| UserID:23996 | ItemAppID:97 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:97, CategoryTypeID:2, 早餐, 10.0, 2016-4-8 9:04:47, zc, CardID:0
2016-04-19 07:36:50.0625|INFO|AALifeWeb_SyncItemList| UserID:23996 | ItemAppID:98 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:98, CategoryTypeID:2, 晚餐, 15.0, 2016-4-8 9:05:24, zc, CardID:0
2016-04-19 07:36:50.2188|INFO|AALifeWeb_SyncItemList| UserID:23996 | ItemAppID:99 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:99, CategoryTypeID:2, 早餐, 10.0, 2016-4-9 9:06:20, zc, CardID:0
2016-04-19 07:36:50.3438|INFO|AALifeWeb_SyncItemList| UserID:23996 | ItemAppID:100 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:100, CategoryTypeID:12, 房贷, 1500.0, 2016-4-9 9:06:39, zc, CardID:0
2016-04-19 07:36:50.5000|INFO|AALifeWeb_SyncItemList| UserID:23996 | ItemAppID:101 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:101, CategoryTypeID:8, 妞衣服（网购）, 70.0, 2016-4-9 16:19:48, zc, CardID:0
2016-04-19 07:36:50.6563|INFO|AALifeWeb_SyncItemList| UserID:23996 | ItemAppID:102 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:102, CategoryTypeID:2, 晚餐, 25.0, 2016-4-11 6:58:34, zc, CardID:0
2016-04-19 07:36:50.7969|INFO|AALifeWeb_SyncItemList| UserID:23996 | ItemAppID:103 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:103, CategoryTypeID:2, 早餐, 15.0, 2016-4-11 6:59:08, zc, CardID:0
2016-04-19 07:36:50.9375|INFO|AALifeWeb_SyncItemList| UserID:23996 | ItemAppID:104 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:104, CategoryTypeID:2, 早餐, 10.0, 2016-4-12 18:37:15, zc, CardID:0
2016-04-19 07:36:51.0625|INFO|AALifeWeb_SyncItemList| UserID:23996 | ItemAppID:105 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:105, CategoryTypeID:2, 早餐, 10.0, 2016-4-13 18:39:47, zc, CardID:0
2016-04-19 07:36:51.1875|INFO|AALifeWeb_SyncItemList| UserID:23996 | ItemAppID:106 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:106, CategoryTypeID:2, 早餐, 5.0, 2016-4-14 18:39:37, zc, CardID:0
2016-04-19 07:36:51.3438|INFO|AALifeWeb_SyncItemList| UserID:23996 | ItemAppID:107 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:107, CategoryTypeID:14, 油卡充值, 1000.0, 2016-4-14 18:47:13, zc, CardID:0
2016-04-19 07:36:51.5313|INFO|AALifeWeb_SyncItemList| UserID:23996 | ItemAppID:108 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:108, CategoryTypeID:4, 值班食品, 60.0, 2016-4-14 12:02:33, zc, CardID:0
2016-04-19 07:36:51.6563|INFO|AALifeWeb_SyncItemList| UserID:23996 | ItemAppID:109 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:109, CategoryTypeID:9, 电费, 300.0, 2016-4-15 21:13:19, zc, CardID:0
2016-04-19 07:36:51.7813|INFO|AALifeWeb_SyncItemList| UserID:23996 | ItemAppID:110 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:110, CategoryTypeID:2, 早餐, 10.0, 2016-4-18 6:25:27, zc, CardID:0
2016-04-19 07:36:51.9531|INFO|AALifeWeb_SyncItemList| UserID:23996 | ItemAppID:111 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:111, CategoryTypeID:2, 晚餐, 40.0, 2016-4-18 6:25:39, zc, CardID:0
2016-04-19 07:36:52.0938|INFO|AALifeWeb_SyncItemList| UserID:23996 | ItemAppID:112 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:112, CategoryTypeID:4, 水果（橘子）, 5.0, 2016-4-18 6:26:22, zc, CardID:0
2016-04-19 07:36:52.2344|INFO|AALifeWeb_SyncItemList| UserID:23996 | ItemAppID:113 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:113, CategoryTypeID:10, 电影票2张, 70.0, 2016-4-16 6:27:30, zc, CardID:0
2016-04-19 07:36:52.3594|INFO|AALifeWeb_SyncItemList| UserID:23996 | ItemAppID:114 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:114, CategoryTypeID:2, 早餐, 5.0, 2016-4-19 7:35:35, zc, CardID:0
2016-04-19 07:36:52.5000|INFO|AALifeWeb_SyncItemList| UserID:23996 | ItemAppID:115 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:115, CategoryTypeID:4, 泡面, 15.0, 2016-4-19 7:35:48, zc, CardID:0
2016-04-19 07:56:25.7500|INFO|AALifeWeb_SyncItemListWebBack| Success:False | ItemID:False | ItemAppID:0
2016-04-19 08:06:01.7656|INFO|AALifeWeb_SyncItemList| UserID:24725 | ItemAppID:30 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:30, CategoryTypeID:2, 早餐, 6.0, 2016-4-8 20:26:01, zc, CardID:0
2016-04-19 08:06:01.9375|INFO|AALifeWeb_SyncItemList| UserID:24725 | ItemAppID:31 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:31, CategoryTypeID:2, 中餐, 15.0, 2016-4-8 20:26:21, zc, CardID:0
2016-04-19 08:06:02.0781|INFO|AALifeWeb_SyncItemList| UserID:24725 | ItemAppID:32 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:32, CategoryTypeID:2, 晚餐, 20.0, 2016-4-8 20:26:35, zc, CardID:0
2016-04-19 08:06:02.2656|INFO|AALifeWeb_SyncItemList| UserID:24725 | ItemAppID:33 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:33, CategoryTypeID:3, 烟, 11.0, 2016-4-8 20:27:00, zc, CardID:0
2016-04-19 08:06:02.4219|INFO|AALifeWeb_SyncItemList| UserID:24725 | ItemAppID:34 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:34, CategoryTypeID:3, 烟, 11.0, 2016-4-9 7:25:50, zc, CardID:0
2016-04-19 08:06:02.5781|INFO|AALifeWeb_SyncItemList| UserID:24725 | ItemAppID:35 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:35, CategoryTypeID:2, 早餐, 6.0, 2016-4-9 7:25:40, zc, CardID:0
2016-04-19 08:06:02.7500|INFO|AALifeWeb_SyncItemList| UserID:24725 | ItemAppID:36 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:36, CategoryTypeID:2, 中餐, 10.0, 2016-4-9 7:25:13, zc, CardID:0
2016-04-19 08:06:02.9375|INFO|AALifeWeb_SyncItemList| UserID:24725 | ItemAppID:37 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:37, CategoryTypeID:2, 晚餐+酒, 13.0, 2016-4-9 7:25:04, zc, CardID:0
2016-04-19 08:06:03.1406|INFO|AALifeWeb_SyncItemList| UserID:24725 | ItemAppID:38 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:38, CategoryTypeID:9, 发快递, 20.0, 2016-4-9 7:24:53, zc, CardID:0
2016-04-19 08:06:03.2969|INFO|AALifeWeb_SyncItemList| UserID:24725 | ItemAppID:39 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:39, CategoryTypeID:9, 快递, 15.0, 2016-4-10 13:56:14, zc, CardID:0
2016-04-19 08:06:03.4375|INFO|AALifeWeb_SyncItemList| UserID:24725 | ItemAppID:40 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:40, CategoryTypeID:2, 中餐, 13.0, 2016-4-10 13:56:35, zc, CardID:0
2016-04-19 08:06:03.6094|INFO|AALifeWeb_SyncItemList| UserID:24725 | ItemAppID:41 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:41, CategoryTypeID:3, 烟, 11.0, 2016-4-10 13:56:50, zc, CardID:0
2016-04-19 08:06:03.7500|INFO|AALifeWeb_SyncItemList| UserID:24725 | ItemAppID:42 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:42, CategoryTypeID:9, 取现, 500.0, 2016-4-10 7:23:48, sr, CardID:0
2016-04-19 08:06:03.9375|INFO|AALifeWeb_SyncItemList| UserID:24725 | ItemAppID:43 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:43, CategoryTypeID:3, 烟, 13.0, 2016-4-11 23:06:05, zc, CardID:0
2016-04-19 08:06:04.1250|INFO|AALifeWeb_SyncItemList| UserID:24725 | ItemAppID:44 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:44, CategoryTypeID:2, 早餐, 6.0, 2016-4-11 23:06:31, zc, CardID:0
2016-04-19 08:06:04.3125|INFO|AALifeWeb_SyncItemList| UserID:24725 | ItemAppID:45 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:45, CategoryTypeID:2, 中餐, 10.0, 2016-4-11 23:06:44, zc, CardID:0
2016-04-19 08:06:04.5000|INFO|AALifeWeb_SyncItemList| UserID:24725 | ItemAppID:46 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:46, CategoryTypeID:2, 晚餐, 13.0, 2016-4-11 23:07:02, zc, CardID:0
2016-04-19 08:06:04.7188|INFO|AALifeWeb_SyncItemList| UserID:24725 | ItemAppID:47 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:47, CategoryTypeID:4, 瓜子, 5.0, 2016-4-10 23:08:33, zc, CardID:0
2016-04-19 08:06:04.9219|INFO|AALifeWeb_SyncItemList| UserID:24725 | ItemAppID:48 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:48, CategoryTypeID:10, 买釆票, 5.0, 2016-4-10 23:09:30, zc, CardID:0
2016-04-19 08:06:05.1094|INFO|AALifeWeb_SyncItemList| UserID:24725 | ItemAppID:49 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:49, CategoryTypeID:2, 晚餐, 20.0, 2016-4-10 23:10:59, zc, CardID:0
2016-04-19 08:06:05.3281|INFO|AALifeWeb_SyncItemList| UserID:24725 | ItemAppID:50 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:50, CategoryTypeID:2, 早餐, 5.0, 2016-4-12 7:11:50, zc, CardID:0
2016-04-19 08:06:05.4844|INFO|AALifeWeb_SyncItemList| UserID:24725 | ItemAppID:51 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:51, CategoryTypeID:2, 中餐, 10.0, 2016-4-12 7:12:03, zc, CardID:0
2016-04-19 08:06:06.4531|INFO|AALifeWeb_SyncItemList| UserID:24725 | ItemAppID:52 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:52, CategoryTypeID:2, 买菜, 40.0, 2016-4-12 7:12:27, zc, CardID:0
2016-04-19 08:06:06.8594|INFO|AALifeWeb_SyncItemList| UserID:24725 | ItemAppID:53 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:53, CategoryTypeID:3, 酒, 13.0, 2016-4-12 7:12:39, zc, CardID:0
2016-04-19 08:06:07.0156|INFO|AALifeWeb_SyncItemList| UserID:24725 | ItemAppID:54 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:54, CategoryTypeID:3, 烟, 10.0, 2016-4-12 7:13:12, zc, CardID:0
2016-04-19 08:06:07.1875|INFO|AALifeWeb_SyncItemList| UserID:24725 | ItemAppID:55 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:55, CategoryTypeID:9, 转帐志华, 1000.0, 2016-4-12 7:13:58, zc, CardID:0
2016-04-19 08:06:07.3594|INFO|AALifeWeb_SyncItemList| UserID:24725 | ItemAppID:56 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:56, CategoryTypeID:9, 周辉来帐, 2000.0, 2016-4-12 7:14:28, sr, CardID:0
2016-04-19 08:06:07.5469|INFO|AALifeWeb_SyncItemList| UserID:24725 | ItemAppID:57 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:57, CategoryTypeID:2, 早餐, 6.0, 2016-4-13 19:50:19, zc, CardID:0
2016-04-19 08:06:07.7344|INFO|AALifeWeb_SyncItemList| UserID:24725 | ItemAppID:58 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:58, CategoryTypeID:2, 中餐+饮料, 13.0, 2016-4-13 19:50:28, zc, CardID:0
