2016-06-10 00:03:31.2881|INFO|AALifeWeb_SyncItemList| UserID:14753 | ItemAppID:1776 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:1776, CategoryTypeID:9, 理发, 20.0, 2016-6-9 11:02:33, zc, CardID:0
2016-06-10 01:10:38.9077|INFO|AALifeWeb_SyncItemList| UserID:24064 | ItemAppID:114 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:114, CategoryTypeID:12, 青白江车费, 23.0, 2016-5-27 15:13:56, zc, CardID:0
2016-06-10 01:10:39.1890|INFO|AALifeWeb_SyncItemList| UserID:24064 | ItemAppID:115 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:115, CategoryTypeID:3, 红双喜香烟, 16.0, 2016-5-28 7:10:36, zc, CardID:0
2016-06-10 01:10:39.4702|INFO|AALifeWeb_SyncItemList| UserID:24064 | ItemAppID:116 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:116, CategoryTypeID:9, 儿童节、伙食费, 600.0, 2016-5-29 15:09:15, zc, CardID:0
2016-06-10 01:10:39.8765|INFO|AALifeWeb_SyncItemList| UserID:24064 | ItemAppID:117 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:117, CategoryTypeID:3, 红双喜香烟, 16.0, 2016-5-31 0:25:25, zc, CardID:0
2016-06-10 01:10:40.2671|INFO|AALifeWeb_SyncItemList| UserID:24064 | ItemAppID:118 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:118, CategoryTypeID:9, 档案袋, 2.0, 2016-6-1 1:16:50, zc, CardID:0
2016-06-10 01:10:40.6109|INFO|AALifeWeb_SyncItemList| UserID:24064 | ItemAppID:119 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:119, CategoryTypeID:12, 南昌机票, 698.0, 2016-6-1 11:23:33, zc, CardID:0
2016-06-10 01:10:40.8921|INFO|AALifeWeb_SyncItemList| UserID:24064 | ItemAppID:120 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:120, CategoryTypeID:3, 红双喜香烟, 16.0, 2016-6-2 2:07:45, zc, CardID:0
2016-06-10 01:10:41.1577|INFO|AALifeWeb_SyncItemList| UserID:24064 | ItemAppID:121 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:121, CategoryTypeID:3, 红双喜香烟, 16.0, 2016-6-5 2:18:29, zc, CardID:0
2016-06-10 01:10:41.4546|INFO|AALifeWeb_SyncItemList| UserID:24064 | ItemAppID:122 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:122, CategoryTypeID:2, 金牛凯德, 217.0, 2016-6-5 22:51:54, zc, CardID:0
2016-06-10 01:10:41.7983|INFO|AALifeWeb_SyncItemList| UserID:24064 | ItemAppID:123 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:123, CategoryTypeID:12, 代驾, 100.0, 2016-6-6 1:50:32, sr, CardID:0
2016-06-10 01:10:42.0640|INFO|AALifeWeb_SyncItemList| UserID:24064 | ItemAppID:124 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:124, CategoryTypeID:12, 机场大巴, 10.0, 2016-6-7 0:32:03, zc, CardID:0
2016-06-10 01:10:42.4077|INFO|AALifeWeb_SyncItemList| UserID:24064 | ItemAppID:125 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:125, CategoryTypeID:12, 南昌机场大巴, 15.0, 2016-6-7 0:32:19, zc, CardID:0
2016-06-10 01:10:42.7202|INFO|AALifeWeb_SyncItemList| UserID:24064 | ItemAppID:126 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:126, CategoryTypeID:12, 南昌打车, 20.0, 2016-6-7 0:32:31, zc, CardID:0
2016-06-10 01:10:43.0171|INFO|AALifeWeb_SyncItemList| UserID:24064 | ItemAppID:127 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:127, CategoryTypeID:2, 早餐, 5.0, 2016-6-8 0:36:24, zc, CardID:0
2016-06-10 01:10:43.3140|INFO|AALifeWeb_SyncItemList| UserID:24064 | ItemAppID:128 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:128, CategoryTypeID:2, 食堂午餐, 7.5, 2016-6-8 0:36:43, zc, CardID:0
2016-06-10 01:10:43.6421|INFO|AALifeWeb_SyncItemList| UserID:24064 | ItemAppID:129 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:129, CategoryTypeID:2, 晚餐, 8.0, 2016-6-8 0:36:53, zc, CardID:0
2016-06-10 01:10:43.9702|INFO|AALifeWeb_SyncItemList| UserID:24064 | ItemAppID:130 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:130, CategoryTypeID:9, 论文打印, 500.0, 2016-6-8 0:37:17, zc, CardID:0
2016-06-10 01:10:44.3608|INFO|AALifeWeb_SyncItemList| UserID:24064 | ItemAppID:131 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:131, CategoryTypeID:9, 论文答辩费用, 1500.0, 2016-6-8 0:37:29, zc, CardID:0
2016-06-10 01:10:44.6577|INFO|AALifeWeb_SyncItemList| UserID:24064 | ItemAppID:132 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:132, CategoryTypeID:2, 早餐, 5.0, 2016-6-8 23:35:40, zc, CardID:0
2016-06-10 01:10:44.9390|INFO|AALifeWeb_SyncItemList| UserID:24064 | ItemAppID:133 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:133, CategoryTypeID:2, 食堂午餐, 7.5, 2016-6-8 23:35:59, zc, CardID:0
2016-06-10 01:10:45.2046|INFO|AALifeWeb_SyncItemList| UserID:24064 | ItemAppID:134 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:134, CategoryTypeID:2, 食堂午餐, 7.5, 2016-6-10 1:07:25, zc, CardID:0
2016-06-10 01:10:45.6733|INFO|AALifeWeb_SyncItemList| UserID:24064 | ItemAppID:135 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:135, CategoryTypeID:2, 食堂晚餐, 9.5, 2016-6-10 1:07:37, zc, CardID:0
2016-06-10 01:10:46.0014|INFO|AALifeWeb_SyncItemList| UserID:24064 | ItemAppID:136 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:136, CategoryTypeID:4, 雪糕, 2.0, 2016-6-10 1:07:53, zc, CardID:0
2016-06-10 01:10:46.3139|INFO|AALifeWeb_SyncItemList| UserID:24064 | ItemAppID:137 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:137, CategoryTypeID:12, 公交车票, 6.0, 2016-6-10 1:08:09, zc, CardID:0
2016-06-10 01:10:46.6108|INFO|AALifeWeb_SyncItemList| UserID:24064 | ItemAppID:138 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:138, CategoryTypeID:14, 滕王阁门票, 50.0, 2016-6-10 1:08:22, zc, CardID:0
2016-06-10 01:58:34.8893|INFO|AALifeWeb_SyncLoginQQNew| UserInfo -> UserID:0, sjqq11078, 　                      , http://q.qlogo.cn/qqapp/100761541/155EEDE0A72DD3C1C4195B146EF1FB2B/100, 5.6.4_tx, IsUpdate:1
2016-06-10 01:58:34.8893|INFO|AALifeWeb_SyncLoginQQNew| OAuthInfo -> OAuthID:0, 155EEDE0A72DD3C1C4195B146EF1FB2B, 59F9CD527D277CA85332302CACA73221, UserID:0, OldUserID:0, sjqq
2016-06-10 06:34:32.9932|INFO|AALifeWeb_SyncItemList| UserID:19179 | ItemAppID:9 | ItemWebID:0 | ItemInfo -> ItemID:501291, ItemAppID:9, CategoryTypeID:12, 余额, 4.5, 2016-4-3 20:29:45, sr, CardID:2
2016-06-10 06:34:33.4151|INFO|AALifeWeb_SyncItemList| UserID:19179 | ItemAppID:10 | ItemWebID:0 | ItemInfo -> ItemID:501292, ItemAppID:10, CategoryTypeID:12, 淘宝     陶瓷返现, 5.0, 2016-4-3 20:30:02, sr, CardID:2
2016-06-10 06:34:33.8214|INFO|AALifeWeb_SyncItemList| UserID:19179 | ItemAppID:11 | ItemWebID:0 | ItemInfo -> ItemID:501293, ItemAppID:11, CategoryTypeID:12, 余额, 105.07, 2016-4-3 20:31:37, sr, CardID:4
2016-06-10 06:34:34.2589|INFO|AALifeWeb_SyncItemList| UserID:19179 | ItemAppID:12 | ItemWebID:0 | ItemInfo -> ItemID:501294, ItemAppID:12, CategoryTypeID:12, 余额, 209.47, 2016-4-3 20:32:05, sr, CardID:6
2016-06-10 06:34:34.6495|INFO|AALifeWeb_SyncItemList| UserID:19179 | ItemAppID:13 | ItemWebID:0 | ItemInfo -> ItemID:501295, ItemAppID:13, CategoryTypeID:12, 打的, 6.0, 2016-4-5 12:58:36, zc, CardID:0
2016-06-10 06:34:35.0557|INFO|AALifeWeb_SyncItemList| UserID:19179 | ItemAppID:14 | ItemWebID:0 | ItemInfo -> ItemID:501296, ItemAppID:14, CategoryTypeID:12, 打的, 10.0, 2016-4-5 12:58:42, zc, CardID:0
2016-06-10 06:34:35.4307|INFO|AALifeWeb_SyncItemList| UserID:19179 | ItemAppID:15 | ItemWebID:0 | ItemInfo -> ItemID:501297, ItemAppID:15, CategoryTypeID:12, 给王欣然, 20.0, 2016-4-7 11:22:31, zc, CardID:0
2016-06-10 06:34:35.8214|INFO|AALifeWeb_SyncItemList| UserID:19179 | ItemAppID:16 | ItemWebID:0 | ItemInfo -> ItemID:501298, ItemAppID:16, CategoryTypeID:12, 羽姐生日, 20.0, 2016-4-7 11:22:40, zc, CardID:0
2016-06-10 06:34:36.2276|INFO|AALifeWeb_SyncItemList| UserID:19179 | ItemAppID:17 | ItemWebID:0 | ItemInfo -> ItemID:503975, ItemAppID:17, CategoryTypeID:12, 吃饭剩的钱, 3.0, 2016-4-7 11:22:54, sr, CardID:0
2016-06-10 06:34:36.6495|INFO|AALifeWeb_SyncItemList| UserID:19179 | ItemAppID:18 | ItemWebID:0 | ItemInfo -> ItemID:503976, ItemAppID:18, CategoryTypeID:12, 保险到账, 10000.0, 2016-4-7 11:23:17, sr, CardID:6
2016-06-10 06:34:37.0557|INFO|AALifeWeb_SyncItemList| UserID:19179 | ItemAppID:19 | ItemWebID:0 | ItemInfo -> ItemID:503977, ItemAppID:19, CategoryTypeID:12, 保险利息, 2143.11, 2016-4-7 11:23:36, sr, CardID:6
2016-06-10 06:34:37.4776|INFO|AALifeWeb_SyncItemList| UserID:19179 | ItemAppID:20 | ItemWebID:0 | ItemInfo -> ItemID:503978, ItemAppID:20, CategoryTypeID:12, 肯德基工资, 68.44, 2016-4-8 10:46:55, sr, CardID:4
2016-06-10 06:34:37.8839|INFO|AALifeWeb_SyncItemList| UserID:19179 | ItemAppID:21 | ItemWebID:0 | ItemInfo -> ItemID:503979, ItemAppID:21, CategoryTypeID:12, 转入平安人寿, 12000.0, 2016-4-8 10:47:23, zc, CardID:6
2016-06-10 06:34:38.5245|INFO|AALifeWeb_SyncItemList| UserID:19179 | ItemAppID:22 | ItemWebID:0 | ItemInfo -> ItemID:503980, ItemAppID:22, CategoryTypeID:12, 请部长吃饭, 50.0, 2016-4-9 21:20:52, zc, CardID:0
2016-06-10 06:34:38.9620|INFO|AALifeWeb_SyncItemList| UserID:19179 | ItemAppID:23 | ItemWebID:0 | ItemInfo -> ItemID:503981, ItemAppID:23, CategoryTypeID:12, 超市 凤爪 七喜 苏打水 旺仔 卫龙, 28.9, 2016-4-9 21:21:44, zc, CardID:0
2016-06-10 06:34:39.3682|INFO|AALifeWeb_SyncItemList| UserID:19179 | ItemAppID:24 | ItemWebID:0 | ItemInfo -> ItemID:503982, ItemAppID:24, CategoryTypeID:12, 和王欣然吃饭, 20.0, 2016-4-10 20:39:49, zc, CardID:0
2016-06-10 06:34:39.8214|INFO|AALifeWeb_SyncItemList| UserID:19179 | ItemAppID:25 | ItemWebID:0 | ItemInfo -> ItemID:652804, ItemAppID:25, CategoryTypeID:12, 车子速冲, 1.0, 2016-4-10 20:40:45, zc, CardID:0
2016-06-10 06:34:40.2589|INFO|AALifeWeb_SyncItemList| UserID:19179 | ItemAppID:26 | ItemWebID:0 | ItemInfo -> ItemID:652805, ItemAppID:26, CategoryTypeID:12, 眼罩, 2.0, 2016-4-10 20:43:12, zc, CardID:0
2016-06-10 06:34:40.6964|INFO|AALifeWeb_SyncItemList| UserID:19179 | ItemAppID:27 | ItemWebID:0 | ItemInfo -> ItemID:652806, ItemAppID:27, CategoryTypeID:12, 给王欣然, 2.0, 2016-4-10 20:43:31, zc, CardID:0
2016-06-10 06:34:41.1339|INFO|AALifeWeb_SyncItemList| UserID:19179 | ItemAppID:28 | ItemWebID:0 | ItemInfo -> ItemID:652807, ItemAppID:28, CategoryTypeID:12, 小西红柿, 4.0, 2016-4-10 21:30:39, zc, CardID:0
2016-06-10 06:34:41.5245|INFO|AALifeWeb_SyncItemList| UserID:19179 | ItemAppID:29 | ItemWebID:0 | ItemInfo -> ItemID:652808, ItemAppID:29, CategoryTypeID:12, 超市 瓜子 方便面 干脆面 水 益达, 23.0, 2016-4-10 21:31:24, zc, CardID:0
2016-06-10 06:34:41.9464|INFO|AALifeWeb_SyncItemList| UserID:19179 | ItemAppID:30 | ItemWebID:0 | ItemInfo -> ItemID:652809, ItemAppID:30, CategoryTypeID:12, 农行卡取得钱, 100.0, 2016-4-10 21:31:52, sr, CardID:0
2016-06-10 06:34:42.3839|INFO|AALifeWeb_SyncItemList| UserID:19179 | ItemAppID:31 | ItemWebID:0 | ItemInfo -> ItemID:652810, ItemAppID:31, CategoryTypeID:12, 淘宝  墨镜, 9.9, 2016-4-11 17:37:21, zc, CardID:4
2016-06-10 06:34:42.7901|INFO|AALifeWeb_SyncItemList| UserID:19179 | ItemAppID:32 | ItemWebID:0 | ItemInfo -> ItemID:652811, ItemAppID:32, CategoryTypeID:12, 淘宝 木屑, 8.74, 2016-4-11 17:37:47, zc, CardID:4
2016-06-10 06:34:43.2276|INFO|AALifeWeb_SyncItemList| UserID:19179 | ItemAppID:33 | ItemWebID:0 | ItemInfo -> ItemID:652812, ItemAppID:33, CategoryTypeID:12, 淘宝  墨镜, 6.9, 2016-4-11 17:38:18, zc, CardID:4
2016-06-10 06:34:43.6182|INFO|AALifeWeb_SyncItemList| UserID:19179 | ItemAppID:34 | ItemWebID:0 | ItemInfo -> ItemID:652813, ItemAppID:34, CategoryTypeID:12, 淘宝  冰淇淋包, 28.47, 2016-4-11 17:38:44, zc, CardID:4
2016-06-10 06:34:44.0401|INFO|AALifeWeb_SyncItemList| UserID:19179 | ItemAppID:35 | ItemWebID:0 | ItemInfo -> ItemID:652814, ItemAppID:35, CategoryTypeID:12, 淘宝   薯片包, 23.19, 2016-4-11 17:39:02, zc, CardID:4
2016-06-10 06:34:44.4464|INFO|AALifeWeb_SyncItemList| UserID:19179 | ItemAppID:36 | ItemWebID:0 | ItemInfo -> ItemID:652815, ItemAppID:36, CategoryTypeID:12, 取钱, 100.0, 2016-4-11 17:39:16, zc, CardID:6
2016-06-10 06:34:44.9151|INFO|AALifeWeb_SyncItemList| UserID:19179 | ItemAppID:37 | ItemWebID:0 | ItemInfo -> ItemID:652816, ItemAppID:37, CategoryTypeID:12, 眼罩, 7.0, 2016-4-13 14:19:00, zc, CardID:0
2016-06-10 06:34:45.3214|INFO|AALifeWeb_SyncItemList| UserID:19179 | ItemAppID:38 | ItemWebID:0 | ItemInfo -> ItemID:652817, ItemAppID:38, CategoryTypeID:12, 裴雅欣 白雪佳眼罩, 14.0, 2016-4-13 14:19:04, zc, CardID:0
2016-06-10 06:34:45.7432|INFO|AALifeWeb_SyncItemList| UserID:19179 | ItemAppID:39 | ItemWebID:0 | ItemInfo -> ItemID:652818, ItemAppID:39, CategoryTypeID:12, 和新月的刀削面, 12.0, 2016-4-13 14:19:08, zc, CardID:0
2016-06-10 06:34:46.1651|INFO|AALifeWeb_SyncItemList| UserID:19179 | ItemAppID:40 | ItemWebID:0 | ItemInfo -> ItemID:652819, ItemAppID:40, CategoryTypeID:12, 煎饼果子, 5.0, 2016-4-13 14:19:12, zc, CardID:0
2016-06-10 06:34:46.5870|INFO|AALifeWeb_SyncItemList| UserID:19179 | ItemAppID:41 | ItemWebID:0 | ItemInfo -> ItemID:652820, ItemAppID:41, CategoryTypeID:12, 豆浆, 2.0, 2016-4-13 14:18:53, zc, CardID:0
2016-06-10 06:34:47.0089|INFO|AALifeWeb_SyncItemList| UserID:19179 | ItemAppID:42 | ItemWebID:0 | ItemInfo -> ItemID:652821, ItemAppID:42, CategoryTypeID:12, 新月的柠檬水, 3.0, 2016-4-13 14:18:48, zc, CardID:0
2016-06-10 06:34:47.4307|INFO|AALifeWeb_SyncItemList| UserID:19179 | ItemAppID:43 | ItemWebID:0 | ItemInfo -> ItemID:652822, ItemAppID:43, CategoryTypeID:12, 兜里找到的钱, 2.0, 2016-4-13 14:18:42, sr, CardID:0
2016-06-10 06:34:47.8526|INFO|AALifeWeb_SyncItemList| UserID:19179 | ItemAppID:44 | ItemWebID:0 | ItemInfo -> ItemID:652823, ItemAppID:44, CategoryTypeID:12, 饭卡, 20.0, 2016-4-13 14:13:06, zc, CardID:6
2016-06-10 06:34:48.2745|INFO|AALifeWeb_SyncItemList| UserID:19179 | ItemAppID:45 | ItemWebID:0 | ItemInfo -> ItemID:652824, ItemAppID:45, CategoryTypeID:12, 移动卡话费, 29.94, 2016-4-13 14:13:31, zc, CardID:6
2016-06-10 06:34:48.6807|INFO|AALifeWeb_SyncItemList| UserID:19179 | ItemAppID:46 | ItemWebID:0 | ItemInfo -> ItemID:652825, ItemAppID:46, CategoryTypeID:12, 移动卡流量, 11.8, 2016-4-13 14:14:26, zc, CardID:6
2016-06-10 06:34:49.1182|INFO|AALifeWeb_SyncItemList| UserID:19179 | ItemAppID:47 | ItemWebID:0 | ItemInfo -> ItemID:652826, ItemAppID:47, CategoryTypeID:12, 淘宝   日系半袖, 20.58, 2016-4-13 14:17:14, zc, CardID:4
2016-06-10 06:34:49.5401|INFO|AALifeWeb_SyncItemList| UserID:19179 | ItemAppID:48 | ItemWebID:0 | ItemInfo -> ItemID:652827, ItemAppID:48, CategoryTypeID:12, 淘宝   粉色背带裤, 38.61, 2016-4-13 14:20:04, zc, CardID:4
2016-06-10 06:34:49.9620|INFO|AALifeWeb_SyncItemList| UserID:19179 | ItemAppID:49 | ItemWebID:0 | ItemInfo -> ItemID:652828, ItemAppID:49, CategoryTypeID:12, 淘宝   纯色八分袖, 17.63, 2016-4-13 14:20:56, zc, CardID:4
2016-06-10 06:34:50.3682|INFO|AALifeWeb_SyncItemList| UserID:19179 | ItemAppID:50 | ItemWebID:0 | ItemInfo -> ItemID:652829, ItemAppID:50, CategoryTypeID:12, 淘宝   气垫BB霜, 9.9, 2016-4-13 14:21:28, zc, CardID:4
2016-06-10 06:34:50.8057|INFO|AALifeWeb_SyncItemList| UserID:19179 | ItemAppID:51 | ItemWebID:0 | ItemInfo -> ItemID:652830, ItemAppID:51, CategoryTypeID:12, 小西红柿   丑橘, 12.5, 2016-4-13 14:22:09, zc, CardID:0
2016-06-10 06:34:51.2120|INFO|AALifeWeb_SyncItemList| UserID:19179 | ItemAppID:52 | ItemWebID:0 | ItemInfo -> ItemID:652831, ItemAppID:52, CategoryTypeID:12, 佳佳  裴雅欣给的眼罩钱, 14.0, 2016-4-13 14:22:29, sr, CardID:0
2016-06-10 06:34:51.6339|INFO|AALifeWeb_SyncItemList| UserID:19179 | ItemAppID:53 | ItemWebID:0 | ItemInfo -> ItemID:652832, ItemAppID:53, CategoryTypeID:12, 洗衣服, 4.0, 2016-4-13 14:25:28, zc, CardID:0
2016-06-10 06:34:52.0714|INFO|AALifeWeb_SyncItemList| UserID:19179 | ItemAppID:54 | ItemWebID:0 | ItemInfo -> ItemID:652833, ItemAppID:54, CategoryTypeID:12, 妈妈给的, 20.0, 2016-4-17 14:53:16, sr, CardID:0
2016-06-10 06:34:52.4620|INFO|AALifeWeb_SyncItemList| UserID:19179 | ItemAppID:55 | ItemWebID:0 | ItemInfo -> ItemID:652834, ItemAppID:55, CategoryTypeID:12, 铁板烧, 8.0, 2016-4-17 14:53:27, zc, CardID:0
2016-06-10 06:34:52.8995|INFO|AALifeWeb_SyncItemList| UserID:19179 | ItemAppID:56 | ItemWebID:0 | ItemInfo -> ItemID:652835, ItemAppID:56, CategoryTypeID:12, 鸡柳, 5.0, 2016-4-17 14:53:33, zc, CardID:0
2016-06-10 06:34:53.3057|INFO|AALifeWeb_SyncItemList| UserID:19179 | ItemAppID:57 | ItemWebID:0 | ItemInfo -> ItemID:652836, ItemAppID:57, CategoryTypeID:12, 煎饼果子, 6.5, 2016-4-17 14:53:41, zc, CardID:0
2016-06-10 06:34:53.7276|INFO|AALifeWeb_SyncItemList| UserID:19179 | ItemAppID:58 | ItemWebID:0 | ItemInfo -> ItemID:652837, ItemAppID:58, CategoryTypeID:12, 疙瘩汤, 3.0, 2016-4-17 14:53:48, zc, CardID:0
2016-06-10 06:34:54.1339|INFO|AALifeWeb_SyncItemList| UserID:19179 | ItemAppID:59 | ItemWebID:0 | ItemInfo -> ItemID:652838, ItemAppID:59, CategoryTypeID:12, 可乐, 3.0, 2016-4-17 14:53:55, zc, CardID:0
2016-06-10 06:34:54.5401|INFO|AALifeWeb_SyncItemList| UserID:19179 | ItemAppID:60 | ItemWebID:0 | ItemInfo -> ItemID:652839, ItemAppID:60, CategoryTypeID:12, 给王欣然, 21.0, 2016-4-18 23:44:07, zc, CardID:0
2016-06-10 06:34:55.0089|INFO|AALifeWeb_SyncItemList| UserID:19179 | ItemAppID:61 | ItemWebID:0 | ItemInfo -> ItemID:652840, ItemAppID:61, CategoryTypeID:12, 王欣然给的, 0.5, 2016-4-18 23:44:22, sr, CardID:0
2016-06-10 06:34:55.4464|INFO|AALifeWeb_SyncItemList| UserID:19179 | ItemAppID:62 | ItemWebID:0 | ItemInfo -> ItemID:652841, ItemAppID:62, CategoryTypeID:12, 煎饼果子, 6.0, 2016-4-18 23:44:41, zc, CardID:0
2016-06-10 06:34:55.9151|INFO|AALifeWeb_SyncItemList| UserID:19179 | ItemAppID:63 | ItemWebID:0 | ItemInfo -> ItemID:652842, ItemAppID:63, CategoryTypeID:12, 饭卡, 50.0, 2016-4-18 23:45:27, zc, CardID:6
2016-06-10 06:34:56.3214|INFO|AALifeWeb_SyncItemList| UserID:19179 | ItemAppID:64 | ItemWebID:0 | ItemInfo -> ItemID:652843, ItemAppID:64, CategoryTypeID:12, 平安人寿转入的钱, 4000.0, 2016-4-20 10:45:26, sr, CardID:6
2016-06-10 06:34:56.7276|INFO|AALifeWeb_SyncItemList| UserID:19179 | ItemAppID:65 | ItemWebID:0 | ItemInfo -> ItemID:652844, ItemAppID:65, CategoryTypeID:12, iPadair2, 3588.0, 2016-4-20 10:45:43, zc, CardID:6
2016-06-10 06:34:57.1807|INFO|AALifeWeb_SyncItemList| UserID:19179 | ItemAppID:66 | ItemWebID:0 | ItemInfo -> ItemID:652845, ItemAppID:66, CategoryTypeID:12, 饭卡, 50.0, 2016-4-20 10:45:48, zc, CardID:6
2016-06-10 06:34:57.6026|INFO|AALifeWeb_SyncItemList| UserID:19179 | ItemAppID:67 | ItemWebID:0 | ItemInfo -> ItemID:652846, ItemAppID:67, CategoryTypeID:12, 信息费, 2.0, 2016-4-20 10:46:45, zc, CardID:6
2016-06-10 06:34:58.0401|INFO|AALifeWeb_SyncItemList| UserID:19179 | ItemAppID:68 | ItemWebID:0 | ItemInfo -> ItemID:652847, ItemAppID:68, CategoryTypeID:12, 妈妈给的, 5.5, 2016-4-24 16:17:07, sr, CardID:0
2016-06-10 06:34:58.4932|INFO|AALifeWeb_SyncItemList| UserID:19179 | ItemAppID:69 | ItemWebID:0 | ItemInfo -> ItemID:652848, ItemAppID:69, CategoryTypeID:12, 妈妈给的, 2.0, 2016-4-24 16:17:14, sr, CardID:0
2016-06-10 06:34:58.9620|INFO|AALifeWeb_SyncItemList| UserID:19179 | ItemAppID:70 | ItemWebID:0 | ItemInfo -> ItemID:652849, ItemAppID:70, CategoryTypeID:12, 王欣然给的, 2.0, 2016-4-24 16:17:30, sr, CardID:0
2016-06-10 06:34:59.3839|INFO|AALifeWeb_SyncItemList| UserID:19179 | ItemAppID:71 | ItemWebID:0 | ItemInfo -> ItemID:652850, ItemAppID:71, CategoryTypeID:12, 饭卡, 20.0, 2016-4-24 16:20:40, zc, CardID:6
2016-06-10 06:34:59.8370|INFO|AALifeWeb_SyncItemList| UserID:19179 | ItemAppID:72 | ItemWebID:0 | ItemInfo -> ItemID:652851, ItemAppID:72, CategoryTypeID:12, 平板套, 26.78, 2016-4-24 16:24:29, zc, CardID:6
