2016-04-17 00:06:39.8543|INFO|AALifeWeb_SyncItemList| UserID:24699 | ItemAppID:91 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:91, CategoryTypeID:32, 龚杰婚礼, 600.0, 2016-4-17 0:06:22, zc, CardID:0
2016-04-17 07:08:39.3720|INFO|AALifeWeb_SyncItemList| UserID:25074 | ItemAppID:3 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:3, CategoryTypeID:9, 车费, 22.0, 2016-4-14 7:06:34, zc, CardID:0
2016-04-17 07:08:39.5751|INFO|AALifeWeb_SyncItemList| UserID:25074 | ItemAppID:4 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:4, CategoryTypeID:9, 雨伞, 30.0, 2016-4-14 7:06:40, zc, CardID:0
2016-04-17 07:08:39.7470|INFO|AALifeWeb_SyncItemList| UserID:25074 | ItemAppID:5 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:5, CategoryTypeID:9, 蛋挞, 10.0, 2016-4-14 7:06:52, zc, CardID:0
2016-04-17 07:08:39.8720|INFO|AALifeWeb_SyncItemList| UserID:25074 | ItemAppID:6 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:6, CategoryTypeID:9, 寿司, 17.0, 2016-4-14 7:06:58, zc, CardID:0
2016-04-17 07:08:40.0595|INFO|AALifeWeb_SyncItemList| UserID:25074 | ItemAppID:7 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:7, CategoryTypeID:9, mm, 50.0, 2016-4-14 7:07:40, zc, CardID:0
2016-04-17 07:08:40.2314|INFO|AALifeWeb_SyncItemList| UserID:25074 | ItemAppID:8 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:8, CategoryTypeID:9, 面包🍞, 13.0, 2016-4-14 7:08:08, zc, CardID:0
2016-04-17 07:21:11.5908|INFO|AALifeWeb_SyncNewUser| UserInfo -> UserID:0, 刘小盆, 刘小盆, user.gif, 5.5.0_mz, IsUpdate:1
2016-04-17 07:24:45.7314|INFO|AALifeWeb_SyncLoginQQNew| UserInfo -> UserID:0, sjqq35816, Kitty, http://q.qlogo.cn/qqapp/100761541/D0F2E3E526481680A683794C05A22179/100, sjqq_360, IsUpdate:1
2016-04-17 07:24:45.7314|INFO|AALifeWeb_SyncLoginQQNew| OAuthInfo -> OAuthID:0, D0F2E3E526481680A683794C05A22179, D7B4DEE44BBA4910FE367DF6738A80FE, UserID:0, OldUserID:0, sjqq
2016-04-17 08:04:59.1845|INFO|AALifeWeb_SyncLoginQQNew| UserInfo -> UserID:0, sjqq41053, 采撷, http://q.qlogo.cn/qqapp/100761541/DDB09BCC8BD48429A8544BCE34E5F8F2/100, sjqq_wdj, IsUpdate:1
2016-04-17 08:04:59.1845|INFO|AALifeWeb_SyncLoginQQNew| OAuthInfo -> OAuthID:0, DDB09BCC8BD48429A8544BCE34E5F8F2, 331E10701358888349443D309CCB765E, UserID:0, OldUserID:0, sjqq
2016-04-17 08:22:52.1845|INFO|AALifeWeb_SyncItemList| UserID:17624 | ItemAppID:1273 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:1273, CategoryTypeID:6, 维生素C糖, 12.0, 2016-4-16 8:22:29, zc, CardID:0
2016-04-17 08:22:52.4345|INFO|AALifeWeb_SyncItemList| UserID:17624 | ItemAppID:1274 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:1274, CategoryTypeID:6, 药, 4.0, 2016-4-16 8:22:39, zc, CardID:0
2016-04-17 08:36:34.3876|INFO|AALifeWeb_SyncLoginQQNew| UserInfo -> UserID:0, sjqq39008, 这个顾不是那个顾, http://q.qlogo.cn/qqapp/100761541/D276143A27B325C690DE88F772E96C31/100, sjqq_mz, IsUpdate:1
2016-04-17 08:36:34.3876|INFO|AALifeWeb_SyncLoginQQNew| OAuthInfo -> OAuthID:0, D276143A27B325C690DE88F772E96C31, F73C4B49789EC7C67D1441F6EDB573F5, UserID:0, OldUserID:0, sjqq
2016-04-17 09:22:46.8876|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:5 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:5, CategoryTypeID:9, 螺丝刀, 12.0, 2015-8-23 7:37:26, zc, CardID:0
2016-04-17 09:22:47.3095|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:6 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:6, CategoryTypeID:9, 汽车票, 37.0, 2015-8-23 7:37:36, zc, CardID:0
2016-04-17 09:22:47.6689|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:7 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:7, CategoryTypeID:9, 水, 3.0, 2015-8-23 7:37:45, zc, CardID:0
2016-04-17 09:22:48.0595|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:8 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:8, CategoryTypeID:9, 午餐, 12.0, 2015-8-23 7:37:52, zc, CardID:0
2016-04-17 09:22:48.4345|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:9 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:9, CategoryTypeID:9, 牙刷, 10.0, 2015-8-24 7:39:39, zc, CardID:0
2016-04-17 09:22:48.8095|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:10 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:10, CategoryTypeID:9, 公交, 2.0, 2015-8-24 7:39:46, zc, CardID:0
2016-04-17 09:22:49.1376|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:11 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:11, CategoryTypeID:9, 晚餐, 10.0, 2015-8-24 7:39:55, zc, CardID:0
2016-04-17 09:22:49.5126|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:12 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:12, CategoryTypeID:9, 午餐, 15.0, 2015-8-24 7:40:05, zc, CardID:0
2016-04-17 09:22:49.8876|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:13 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:13, CategoryTypeID:9, 晚餐, 7.0, 2015-8-25 7:40:22, zc, CardID:0
2016-04-17 09:22:50.2314|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:14 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:14, CategoryTypeID:9, 午餐, 9.0, 2015-8-25 7:40:29, zc, CardID:0
2016-04-17 09:22:50.6689|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:15 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:15, CategoryTypeID:9, 早餐, 4.0, 2015-8-25 7:40:38, zc, CardID:0
2016-04-17 09:22:51.0908|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:16 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:16, CategoryTypeID:9, 上衣, 70.0, 2015-8-26 7:40:53, zc, CardID:0
2016-04-17 09:22:51.4970|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:17 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:17, CategoryTypeID:9, 鞋子, 58.0, 2015-8-26 7:41:08, zc, CardID:0
2016-04-17 09:22:51.9189|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:18 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:18, CategoryTypeID:9, 公交, 2.0, 2015-8-26 7:41:16, zc, CardID:0
2016-04-17 09:22:52.2783|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:19 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:19, CategoryTypeID:9, 晚餐, 7.0, 2015-8-26 7:41:24, zc, CardID:0
2016-04-17 09:22:52.6689|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:20 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:20, CategoryTypeID:9, 午餐, 12.0, 2015-8-26 7:41:37, zc, CardID:0
2016-04-17 09:22:53.0908|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:21 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:21, CategoryTypeID:9, 面包, 19.0, 2015-8-26 7:41:52, zc, CardID:0
2016-04-17 09:22:53.4970|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:22 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:22, CategoryTypeID:9, 香蕉, 6.0, 2015-8-26 7:42:04, zc, CardID:0
2016-04-17 09:22:53.9345|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:23 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:23, CategoryTypeID:9, 钥匙扣, 8.0, 2015-8-26 7:42:12, zc, CardID:0
2016-04-17 09:22:54.2783|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:24 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:24, CategoryTypeID:9, 鞋垫, 5.0, 2015-8-26 7:42:25, zc, CardID:0
2016-04-17 09:22:54.6220|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:25 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:25, CategoryTypeID:9, 午餐, 12.0, 2015-8-27 7:42:43, zc, CardID:0
2016-04-17 09:22:54.9970|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:26 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:26, CategoryTypeID:9, 晚餐, 7.0, 2015-8-27 7:42:58, zc, CardID:0
2016-04-17 09:22:55.3251|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:27 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:27, CategoryTypeID:9, 公交, 2.0, 2015-8-27 7:43:05, zc, CardID:0
2016-04-17 09:22:55.6533|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:28 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:28, CategoryTypeID:9, 西红柿, 4.0, 2015-8-28 7:43:20, zc, CardID:0
2016-04-17 09:22:56.0126|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:29 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:29, CategoryTypeID:9, 火龙果, 5.0, 2015-8-28 7:43:29, zc, CardID:0
2016-04-17 09:22:56.3720|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:30 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:30, CategoryTypeID:9, 葡萄, 14.0, 2015-8-28 7:43:36, zc, CardID:0
2016-04-17 09:22:56.7314|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:31 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:31, CategoryTypeID:9, 公交, 2.0, 2015-8-28 7:43:46, zc, CardID:0
2016-04-17 09:22:57.1376|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:32 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:32, CategoryTypeID:9, 午餐, 13.0, 2015-8-28 7:43:56, zc, CardID:0
2016-04-17 09:22:57.4814|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:33 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:33, CategoryTypeID:9, 晚上买菜, 10.0, 2015-8-30 7:44:24, zc, CardID:0
2016-04-17 09:22:57.8095|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:34 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:34, CategoryTypeID:9, 早上买菜, 15.0, 2015-8-30 7:44:37, zc, CardID:0
2016-04-17 09:22:58.1376|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:35 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:35, CategoryTypeID:9, 公交, 2.0, 2015-8-30 7:44:43, zc, CardID:0
2016-04-17 09:22:58.4658|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:36 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:36, CategoryTypeID:9, 公交, 2.0, 2015-8-31 7:44:58, zc, CardID:0
2016-04-17 09:22:58.8408|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:37 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:37, CategoryTypeID:9, 点心, 8.0, 2015-8-31 7:45:15, zc, CardID:0
2016-04-17 09:22:59.2939|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:38 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:38, CategoryTypeID:9, 晚餐, 7.0, 2015-8-31 7:48:31, zc, CardID:0
2016-04-17 09:22:59.6533|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:39 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:39, CategoryTypeID:9, 午餐, 11.0, 2015-8-31 7:48:38, zc, CardID:0
2016-04-17 09:22:59.9970|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:40 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:40, CategoryTypeID:9, 公交, 2.0, 2015-9-1 7:48:54, zc, CardID:0
2016-04-17 09:23:00.3720|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:41 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:41, CategoryTypeID:9, 晚餐, 7.0, 2015-9-1 7:49:01, zc, CardID:0
2016-04-17 09:23:00.7314|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:42 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:42, CategoryTypeID:9, 午餐, 14.0, 2015-9-1 7:49:10, zc, CardID:0
2016-04-17 09:23:01.0908|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:43 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:43, CategoryTypeID:9, 柠檬片, 8.0, 2015-9-1 7:49:49, zc, CardID:0
2016-04-17 09:23:01.4189|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:44 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:44, CategoryTypeID:9, 枸杞, 10.0, 2015-9-1 7:50:10, zc, CardID:0
2016-04-17 09:23:01.7314|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:45 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:45, CategoryTypeID:9, 香蕉, 5.0, 2015-9-1 7:50:17, zc, CardID:0
2016-04-17 09:23:02.0908|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:46 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:46, CategoryTypeID:9, 工资, 300.0, 2015-12-31 19:30:26, sr, CardID:0
2016-04-17 09:23:02.4345|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:47 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:47, CategoryTypeID:9, 呢子大衣, 330.0, 2016-1-1 15:11:26, zc, CardID:0
2016-04-17 09:23:02.7626|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:48 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:48, CategoryTypeID:8, 裤子, 110.0, 2016-1-1 15:11:41, zc, CardID:0
2016-04-17 09:23:03.0908|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:49 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:49, CategoryTypeID:8, 老爸剃须刀, 55.0, 2016-1-1 22:19:57, zc, CardID:0
2016-04-17 09:23:03.3876|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:50 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:50, CategoryTypeID:8, 老爸保温杯, 29.0, 2016-1-1 22:20:22, zc, CardID:0
2016-04-17 09:23:03.7158|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:51 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:51, CategoryTypeID:8, 洗衣粉, 3.0, 2016-1-4 6:59:35, zc, CardID:0
2016-04-17 09:23:04.0283|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:52 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:52, CategoryTypeID:8, 午餐, 10.0, 2015-9-2 11:11:08, zc, CardID:0
2016-04-17 09:23:04.3564|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:53 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:53, CategoryTypeID:8, 午餐, 12.0, 2015-9-2 11:11:17, zc, CardID:0
2016-04-17 09:23:04.7001|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:54 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:54, CategoryTypeID:8, 公交, 4.0, 2015-9-2 11:11:29, zc, CardID:0
2016-04-17 09:23:05.0283|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:55 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:55, CategoryTypeID:8, 公交, 2.0, 2015-9-3 11:11:50, zc, CardID:0
2016-04-17 09:23:05.3408|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:56 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:56, CategoryTypeID:8, 早餐, 8.0, 2015-9-3 11:12:06, zc, CardID:0
2016-04-17 09:23:05.7314|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:57 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:57, CategoryTypeID:8, 午餐, 13.0, 2015-9-3 11:12:18, zc, CardID:0
2016-04-17 09:23:06.0908|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:58 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:58, CategoryTypeID:8, 饭卡, 108.0, 2015-9-3 11:12:29, zc, CardID:0
2016-04-17 09:23:06.4345|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:59 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:59, CategoryTypeID:8, 公交卡, 70.0, 2015-9-3 11:12:40, zc, CardID:0
2016-04-17 09:23:06.7626|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:60 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:60, CategoryTypeID:8, 公司k歌, 145.0, 2015-9-5 11:13:13, zc, CardID:0
2016-04-17 09:23:07.0908|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:61 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:61, CategoryTypeID:8, 水, 2.0, 2015-9-6 11:13:29, zc, CardID:0
2016-04-17 09:23:07.4345|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:62 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:62, CategoryTypeID:8, 晚餐, 13.0, 2015-9-6 11:13:41, zc, CardID:0
2016-04-17 09:23:07.8408|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:63 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:63, CategoryTypeID:8, 水, 3.0, 2015-9-6 11:13:54, zc, CardID:0
2016-04-17 09:23:08.1845|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:64 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:64, CategoryTypeID:8, 住宾馆, 48.0, 2015-9-6 11:14:06, zc, CardID:0
2016-04-17 09:23:08.5283|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:65 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:65, CategoryTypeID:8, 水, 4.0, 2015-9-7 11:14:23, zc, CardID:0
2016-04-17 09:23:08.9189|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:66 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:66, CategoryTypeID:8, 鞋子, 79.0, 2015-9-7 11:14:39, zc, CardID:0
2016-04-17 09:23:09.2626|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:67 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:67, CategoryTypeID:8, 裤子, 70.0, 2015-9-7 11:14:47, zc, CardID:0
2016-04-17 09:23:09.6376|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:68 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:68, CategoryTypeID:8, 早餐, 3.0, 2015-9-8 11:15:00, zc, CardID:0
2016-04-17 09:23:09.9970|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:69 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:69, CategoryTypeID:8, 早餐, 2.0, 2015-9-9 11:15:20, zc, CardID:0
2016-04-17 09:23:10.3564|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:70 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:70, CategoryTypeID:8, 西红柿, 3.0, 2015-9-10 11:15:35, zc, CardID:0
2016-04-17 09:23:10.6845|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:71 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:71, CategoryTypeID:8, 葡萄, 10.0, 2015-9-10 11:15:45, zc, CardID:0
2016-04-17 09:23:11.0595|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:72 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:72, CategoryTypeID:8, 晚餐, 10.0, 2015-9-10 11:15:53, zc, CardID:0
2016-04-17 09:23:11.4189|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:73 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:73, CategoryTypeID:8, 午餐, 10.0, 2015-9-10 11:16:05, zc, CardID:0
2016-04-17 09:23:11.7939|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:74 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:74, CategoryTypeID:8, 早餐, 3.0, 2015-9-10 11:16:14, zc, CardID:0
2016-04-17 09:23:12.1220|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:75 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:75, CategoryTypeID:9, 早餐, 3.0, 2014-9-11 18:54:41, zc, CardID:0
2016-04-17 09:23:12.4658|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:76 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:76, CategoryTypeID:9, 摩的, 7.0, 2014-9-11 18:54:51, zc, CardID:0
2016-04-17 09:23:12.8720|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:77 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:77, CategoryTypeID:9, 午餐卡充值, 100.0, 2014-9-11 18:55:19, zc, CardID:0
2016-04-17 09:23:13.2314|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:78 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:78, CategoryTypeID:9, 豆浆, 1.0, 2014-9-12 18:55:31, zc, CardID:0
2016-04-17 09:23:13.5595|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:79 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:79, CategoryTypeID:9, 自行车锁, 13.0, 2014-9-13 18:55:49, zc, CardID:0
2016-04-17 09:23:13.9033|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:80 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:80, CategoryTypeID:9, 给张轩见面礼, 100.0, 2014-9-13 18:56:14, zc, CardID:0
2016-04-17 09:23:14.2939|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:81 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:81, CategoryTypeID:9, 红薯叶, 2.0, 2014-9-13 18:56:24, zc, CardID:0
2016-04-17 09:23:14.6064|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:82 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:82, CategoryTypeID:9, 鱼, 4.0, 2014-9-13 18:56:32, zc, CardID:0
2016-04-17 09:23:14.9970|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:83 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:83, CategoryTypeID:9, 西红柿, 3.0, 2014-9-13 18:56:42, zc, CardID:0
2016-04-17 09:23:15.3408|INFO|AALifeWeb_SyncItemList| UserID:22905 | ItemAppID:84 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:84, CategoryTypeID:9, 红薯, 4.8, 2014-9-13 18:57:02, zc, CardID:0
