2016-04-22 00:06:55.5344|INFO|AALifeWeb_SyncNewUser| UserInfo -> UserID:0, 徐缓, 徐缓, user.gif, 5.6.1_tx, IsUpdate:1
2016-04-22 00:07:52.6750|INFO|AALifeWeb_SyncItemList| UserID:14753 | ItemAppID:1591 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:1591, CategoryTypeID:9, 洗澡, 1.08, 2016-4-18 0:01:41, zc, CardID:0
2016-04-22 00:56:02.5500|INFO|AALifeWeb_SyncItemList| UserID:25150 | ItemAppID:10 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:10, CategoryTypeID:8, 长t恤, 29.0, 2016-4-21 0:48:10, zc, CardID:0
2016-04-22 00:56:02.8469|INFO|AALifeWeb_SyncItemList| UserID:25150 | ItemAppID:11 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:11, CategoryTypeID:8, t恤, 39.0, 2016-4-21 0:47:36, zc, CardID:2
2016-04-22 00:56:03.1594|INFO|AALifeWeb_SyncItemList| UserID:25150 | ItemAppID:12 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:12, CategoryTypeID:8, 小皮鞋, 100.0, 2016-4-21 0:47:55, zc, CardID:2
2016-04-22 00:59:56.8144|INFO|AALifeWeb_SyncItemList| UserID:17682 | ItemAppID:927 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:927, CategoryTypeID:22, 午饭, 75.0, 2016-4-19 14:02:35, zc, CardID:0
2016-04-22 00:59:57.0488|INFO|AALifeWeb_SyncItemList| UserID:17682 | ItemAppID:928 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:928, CategoryTypeID:16, 路虎贴膜, 700.0, 2016-4-19 19:24:41, zc, CardID:0
2016-04-22 00:59:57.2675|INFO|AALifeWeb_SyncItemList| UserID:17682 | ItemAppID:929 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:929, CategoryTypeID:20, 话费, 50.0, 2016-4-20 12:14:40, zc, CardID:0
2016-04-22 00:59:57.5175|INFO|AALifeWeb_SyncItemList| UserID:17682 | ItemAppID:930 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:930, CategoryTypeID:16, 油费, 200.0, 2016-4-21 21:38:18, zc, CardID:0
2016-04-22 00:59:58.1894|INFO|AALifeWeb_SyncItemList| UserID:17682 | ItemAppID:931 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:931, CategoryTypeID:24, 房, 130.0, 2016-4-21 21:38:29, zc, CardID:0
2016-04-22 00:59:58.4081|INFO|AALifeWeb_SyncItemList| UserID:17682 | ItemAppID:932 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:932, CategoryTypeID:24, 晚饭, 59.0, 2016-4-21 21:38:38, zc, CardID:0
2016-04-22 00:59:58.6581|INFO|AALifeWeb_SyncItemList| UserID:17682 | ItemAppID:933 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:933, CategoryTypeID:24, 电影, 102.0, 2016-4-21 21:38:47, zc, CardID:0
2016-04-22 00:59:58.8300|INFO|AALifeWeb_SyncItemList| UserID:17682 | ItemAppID:934 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:934, CategoryTypeID:24, 水, 28.0, 2016-4-21 21:38:54, zc, CardID:0
2016-04-22 00:59:59.1269|INFO|AALifeWeb_SyncItemList| UserID:17682 | ItemAppID:935 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:935, CategoryTypeID:20, 垫子, 52.0, 2016-4-21 21:39:22, zc, CardID:0
2016-04-22 02:15:11.5832|INFO|AALifeWeb_SyncItemList| UserID:23610 | ItemAppID:195 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:195, CategoryTypeID:2, 午餐, 15.0, 2016-4-20 18:11:48, zc, CardID:0
2016-04-22 02:15:12.0051|INFO|AALifeWeb_SyncItemList| UserID:23610 | ItemAppID:196 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:196, CategoryTypeID:12, Sukin三件, 62.0, 2016-4-21 11:46:39, sr, CardID:0
2016-04-22 02:15:12.4269|INFO|AALifeWeb_SyncItemList| UserID:23610 | ItemAppID:197 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:197, CategoryTypeID:12, Sukin爽肤水, 16.0, 2016-4-21 15:34:06, sr, CardID:0
2016-04-22 02:15:12.8801|INFO|AALifeWeb_SyncItemList| UserID:23610 | ItemAppID:198 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:198, CategoryTypeID:1, 买菜, 35.0, 2016-4-21 20:40:49, zc, CardID:0
2016-04-22 02:15:13.4426|INFO|AALifeWeb_SyncItemList| UserID:23610 | ItemAppID:199 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:199, CategoryTypeID:12, Sukin收入2, 50.0, 2016-4-22 2:14:50, sr, CardID:0
2016-04-22 02:17:59.8644|INFO|AALifeWeb_SyncLoginQQNew| UserInfo -> UserID:0, sjqq48693, 六夏花澄。, http://q.qlogo.cn/qqapp/100761541/BDAF6EB35DA0DEB89950A52776D77CFC/100, sjqq_tx, IsUpdate:1
2016-04-22 02:17:59.8644|INFO|AALifeWeb_SyncLoginQQNew| OAuthInfo -> OAuthID:0, BDAF6EB35DA0DEB89950A52776D77CFC, F783FF036C46A55E6C3D855CFDCF3991, UserID:0, OldUserID:0, sjqq
2016-04-22 07:01:54.4426|INFO|AALifeWeb_SyncLoginQQNew| UserInfo -> UserID:0, sjqq12250, 可悲的羔羊, http://q.qlogo.cn/qqapp/100761541/7357DB4FBBBD910658E8833EF5477EEF/100, sjqq_mi, IsUpdate:1
2016-04-22 07:01:54.4582|INFO|AALifeWeb_SyncLoginQQNew| OAuthInfo -> OAuthID:0, 7357DB4FBBBD910658E8833EF5477EEF, 523AB4C5B5EFD9C30A92E3828FC9205C, UserID:0, OldUserID:0, sjqq
2016-04-22 07:10:32.7551|INFO|AALifeWeb_SyncLoginQQNew| UserInfo -> UserID:0, sjqq85088, 八度余温, http://q.qlogo.cn/qqapp/100761541/42EDF1EFB3CB161850DEC1C31E84A74B/100, sjqq_web, IsUpdate:1
2016-04-22 07:10:32.7551|INFO|AALifeWeb_SyncLoginQQNew| OAuthInfo -> OAuthID:0, 42EDF1EFB3CB161850DEC1C31E84A74B, F445D2DF844A9D1A3A1B200084AB1580, UserID:0, OldUserID:0, sjqq
2016-04-22 07:45:39.7707|INFO|AALifeWeb_SyncLoginQQNew| UserInfo -> UserID:0, sjqq87484, ㄒㄧㄥˋㄈ＊, http://q.qlogo.cn/qqapp/100761541/570D54C0078C56832EC28B0A2FFB5903/100, sjqq_tx, IsUpdate:1
2016-04-22 07:45:39.7707|INFO|AALifeWeb_SyncLoginQQNew| OAuthInfo -> OAuthID:0, 570D54C0078C56832EC28B0A2FFB5903, 89A62FD961E1D4722E386F1E8B6B1ABF, UserID:0, OldUserID:0, sjqq
2016-04-22 07:56:08.4738|INFO|AALifeWeb_SyncItemList| UserID:25006 | ItemAppID:240 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:240, CategoryTypeID:24, 给他的花销, 100.0, 2016-4-22 7:55:36, zc, CardID:0
2016-04-22 08:28:20.3332|INFO|AALifeWeb_SyncItemList| UserID:24022 | ItemAppID:199 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:199, CategoryTypeID:2, 餐补, 70.0, 2016-4-22 8:28:08, sr, CardID:0
2016-04-22 09:44:53.5988|INFO|AALifeWeb_SyncItemList| UserID:20357 | ItemAppID:1108 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:1108, CategoryTypeID:14, 钥匙, 25.0, 2016-4-17 17:57:04, sr, CardID:2
2016-04-22 09:44:53.9426|INFO|AALifeWeb_SyncItemList| UserID:20357 | ItemAppID:1109 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:1109, CategoryTypeID:14, 媛媛挂, 25.0, 2016-4-17 17:57:13, sr, CardID:2
2016-04-22 09:44:54.1769|INFO|AALifeWeb_SyncItemList| UserID:20357 | ItemAppID:1110 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:1110, CategoryTypeID:14, 糯米, 20.0, 2016-4-22 9:37:50, sr, CardID:2
2016-04-22 09:44:54.3801|INFO|AALifeWeb_SyncItemList| UserID:20357 | ItemAppID:1111 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:1111, CategoryTypeID:14, 海军, 20.0, 2016-4-22 9:37:56, sr, CardID:2
2016-04-22 09:44:54.6926|INFO|AALifeWeb_SyncItemList| UserID:20357 | ItemAppID:1112 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:1112, CategoryTypeID:14, 众, 20.0, 2016-4-22 9:38:12, sr, CardID:2
2016-04-22 09:44:55.0988|INFO|AALifeWeb_SyncItemList| UserID:20357 | ItemAppID:1113 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:1113, CategoryTypeID:14, 百灵鸟空降, 20.0, 2016-4-22 9:38:29, sr, CardID:2
2016-04-22 09:44:55.4426|INFO|AALifeWeb_SyncItemList| UserID:20357 | ItemAppID:1114 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:1114, CategoryTypeID:14, 山石, 20.0, 2016-4-22 9:38:39, sr, CardID:2
2016-04-22 09:44:56.2238|INFO|AALifeWeb_SyncItemList| UserID:20357 | ItemAppID:1115 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:1115, CategoryTypeID:14, 鹰, 20.0, 2016-4-22 9:38:46, sr, CardID:2
2016-04-22 09:44:56.6144|INFO|AALifeWeb_SyncItemList| UserID:20357 | ItemAppID:1116 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:1116, CategoryTypeID:14, 媛媛, 20.0, 2016-4-22 9:38:53, sr, CardID:2
2016-04-22 09:44:56.9269|INFO|AALifeWeb_SyncItemList| UserID:20357 | ItemAppID:1117 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:1117, CategoryTypeID:14, fox, 20.0, 2016-4-22 9:39:01, sr, CardID:2
2016-04-22 09:44:57.2394|INFO|AALifeWeb_SyncItemList| UserID:20357 | ItemAppID:1118 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:1118, CategoryTypeID:14, 钥匙, 20.0, 2016-4-22 9:39:10, sr, CardID:2
2016-04-22 09:44:57.5207|INFO|AALifeWeb_SyncItemList| UserID:20357 | ItemAppID:1119 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:1119, CategoryTypeID:14, 阳光, 20.0, 2016-4-22 9:39:18, sr, CardID:2
2016-04-22 09:44:57.7082|INFO|AALifeWeb_SyncItemList| UserID:20357 | ItemAppID:1120 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:1120, CategoryTypeID:14, 老夏, 20.0, 2016-4-22 9:39:43, sr, CardID:2
2016-04-22 09:44:57.9113|INFO|AALifeWeb_SyncItemList| UserID:20357 | ItemAppID:1121 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:1121, CategoryTypeID:14, 大M, 20.0, 2016-4-22 9:39:57, sr, CardID:2
2016-04-22 09:44:58.0676|INFO|AALifeWeb_SyncItemList| UserID:20357 | ItemAppID:1122 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:1122, CategoryTypeID:14, 史海军, 20.0, 2016-4-22 9:40:12, sr, CardID:2
2016-04-22 09:44:58.2082|INFO|AALifeWeb_SyncItemList| UserID:20357 | ItemAppID:1123 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:1123, CategoryTypeID:14, 谢莉, 20.0, 2016-4-22 9:40:43, sr, CardID:2
2016-04-22 09:44:58.3957|INFO|AALifeWeb_SyncItemList| UserID:20357 | ItemAppID:1124 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:1124, CategoryTypeID:14, 张志强, 20.0, 2016-4-22 9:40:54, sr, CardID:2
2016-04-22 09:44:58.5832|INFO|AALifeWeb_SyncItemList| UserID:20357 | ItemAppID:1125 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:1125, CategoryTypeID:14, 罗建军, 20.0, 2016-4-22 9:43:37, sr, CardID:2
2016-04-22 09:44:58.8801|INFO|AALifeWeb_SyncItemList| UserID:20357 | ItemAppID:1126 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:1126, CategoryTypeID:14, 大美, 20.0, 2016-4-22 9:44:13, sr, CardID:2
2016-04-22 09:44:59.1301|INFO|AALifeWeb_SyncItemList| UserID:20357 | ItemAppID:1127 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:1127, CategoryTypeID:12, 场地费, 210.0, 2016-4-22 9:44:33, zc, CardID:2
2016-04-22 09:44:59.2551|INFO|AALifeWeb_SyncItemList| UserID:20357 | ItemAppID:1128 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:1128, CategoryTypeID:16, 球费, 100.0, 2016-4-22 9:44:42, zc, CardID:2
2016-04-22 09:51:42.0832|INFO|AALifeWeb_SyncNewUser| UserInfo -> UserID:0, 龙龙&甜甜, 龙龙&甜甜, user.gif, 5.6.1_mz, IsUpdate:1
2016-04-22 10:03:01.9113|INFO|AALifeWeb_SyncItemList| UserID:20684 | ItemAppID:632 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:632, CategoryTypeID:16, 贝贝网站，？, 20.9, 2016-4-22 10:02:58, zc, CardID:0
2016-04-22 10:03:45.1301|INFO|AALifeWeb_SyncItemList| UserID:20684 | ItemAppID:633 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:633, CategoryTypeID:16, 贝贝网站，？, 4.9, 2016-4-22 10:03:42, zc, CardID:0
2016-04-22 10:09:51.7082|INFO|AALifeWeb_SyncItemList| UserID:18672 | ItemAppID:731 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:731, CategoryTypeID:14, 利息, 0.68, 2016-4-22 10:09:13, sr, CardID:4
2016-04-22 10:09:52.0988|INFO|AALifeWeb_SyncItemList| UserID:18672 | ItemAppID:732 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:732, CategoryTypeID:12, 早餐, 1.5, 2016-4-22 10:09:38, zc, CardID:0
2016-04-22 10:10:41.0363|INFO|AALifeWeb_SyncLoginQQNew| UserInfo -> UserID:0, sjqq31334,  yeah., http://q.qlogo.cn/qqapp/100761541/FE0980768D011D985DAC820F1B96EABB/100, sjqq_wdj, IsUpdate:1
2016-04-22 10:10:41.0363|INFO|AALifeWeb_SyncLoginQQNew| OAuthInfo -> OAuthID:0, FE0980768D011D985DAC820F1B96EABB, 9FBB9EE3158C66019DE245C67B408EF9, UserID:0, OldUserID:0, sjqq
2016-04-22 10:10:53.4269|INFO|AALifeWeb_SyncItemList| UserID:25157 | ItemAppID:1 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:1, CategoryTypeID:1, 早餐, 2.5, 2016-3-25 14:13:33, zc, CardID:0
2016-04-22 10:10:53.8176|INFO|AALifeWeb_SyncItemList| UserID:25157 | ItemAppID:2 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:2, CategoryTypeID:2, 饭堂午饭, 5.5, 2016-3-25 14:14:02, zc, CardID:0
2016-04-22 10:10:54.3801|INFO|AALifeWeb_SyncItemList| UserID:25157 | ItemAppID:3 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:3, CategoryTypeID:2, 商业街晚饭, 22.0, 2016-3-25 19:40:16, zc, CardID:0
2016-04-22 10:10:54.8644|INFO|AALifeWeb_SyncItemList| UserID:25157 | ItemAppID:4 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:4, CategoryTypeID:5, 香蕉, 4.5, 2016-3-25 23:32:51, zc, CardID:0
2016-04-22 10:10:55.4894|INFO|AALifeWeb_SyncItemList| UserID:25157 | ItemAppID:5 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:5, CategoryTypeID:5, 紫菜加咸蛋, 5.2, 2016-3-25 23:33:31, zc, CardID:0
2016-04-22 10:10:56.0051|INFO|AALifeWeb_SyncItemList| UserID:25157 | ItemAppID:6 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:6, CategoryTypeID:2, 美团外卖, 8.0, 2016-3-26 11:26:34, zc, CardID:0
2016-04-22 10:10:56.6769|INFO|AALifeWeb_SyncItemList| UserID:25157 | ItemAppID:7 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:7, CategoryTypeID:4, 雪糕, 10.5, 2016-3-26 17:00:20, zc, CardID:0
2016-04-22 10:10:57.1301|INFO|AALifeWeb_SyncItemList| UserID:25157 | ItemAppID:8 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:8, CategoryTypeID:2, 辣鸡粉, 20.0, 2016-3-27 23:59:15, zc, CardID:0
2016-04-22 10:10:57.5207|INFO|AALifeWeb_SyncItemList| UserID:25157 | ItemAppID:9 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:9, CategoryTypeID:2, 芒果冰, 6.0, 2016-3-27 23:59:31, zc, CardID:0
2016-04-22 10:10:57.8801|INFO|AALifeWeb_SyncItemList| UserID:25157 | ItemAppID:10 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:10, CategoryTypeID:2, 猪杂汤饭, 10.0, 2016-3-28 17:28:36, zc, CardID:0
2016-04-22 10:10:58.3019|INFO|AALifeWeb_SyncItemList| UserID:25157 | ItemAppID:11 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:11, CategoryTypeID:2, 汤料, 12.5, 2016-3-28 17:29:01, zc, CardID:0
2016-04-22 10:10:58.8957|INFO|AALifeWeb_SyncItemList| UserID:25157 | ItemAppID:12 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:12, CategoryTypeID:2, 汤碗, 19.5, 2016-3-28 19:05:42, zc, CardID:0
2016-04-22 10:10:59.2863|INFO|AALifeWeb_SyncItemList| UserID:25157 | ItemAppID:13 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:13, CategoryTypeID:2, 净云吞, 6.0, 2016-3-29 9:29:57, zc, CardID:0
2016-04-22 10:10:59.8176|INFO|AALifeWeb_SyncItemList| UserID:25157 | ItemAppID:14 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:14, CategoryTypeID:2, 圣女果, 2.0, 2016-3-29 9:30:15, zc, CardID:0
2016-04-22 10:11:00.3332|INFO|AALifeWeb_SyncItemList| UserID:25157 | ItemAppID:15 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:15, CategoryTypeID:2, 维他奶, 2.0, 2016-3-29 9:30:42, zc, CardID:0
2016-04-22 10:11:00.9582|INFO|AALifeWeb_SyncItemList| UserID:25157 | ItemAppID:16 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:16, CategoryTypeID:2, 正新鸡排, 10.0, 2016-3-29 9:31:14, zc, CardID:0
2016-04-22 10:11:01.2863|INFO|AALifeWeb_SyncItemList| UserID:25157 | ItemAppID:17 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:17, CategoryTypeID:7, 充电宝, 29.9, 2016-3-30 9:32:21, zc, CardID:0
2016-04-22 10:11:01.6457|INFO|AALifeWeb_SyncItemList| UserID:25157 | ItemAppID:18 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:18, CategoryTypeID:7, 送外卖, 37.5, 2016-4-5 18:07:11, sr, CardID:0
2016-04-22 10:11:02.0832|INFO|AALifeWeb_SyncItemList| UserID:25157 | ItemAppID:19 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:19, CategoryTypeID:2, 豆浆, 1.5, 2016-4-6 10:43:36, zc, CardID:0
2016-04-22 10:11:02.6769|INFO|AALifeWeb_SyncItemList| UserID:25157 | ItemAppID:20 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:20, CategoryTypeID:2, 饭堂三楼, 10.0, 2016-4-6 10:43:53, zc, CardID:0
2016-04-22 10:11:03.0051|INFO|AALifeWeb_SyncItemList| UserID:25157 | ItemAppID:21 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:21, CategoryTypeID:2, 水果, 7.5, 2016-4-5 10:45:59, zc, CardID:0
2016-04-22 10:11:03.4582|INFO|AALifeWeb_SyncItemList| UserID:25157 | ItemAppID:22 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:22, CategoryTypeID:2, 四季阳光, 10.5, 2016-4-5 10:46:36, zc, CardID:0
2016-04-22 10:11:03.8332|INFO|AALifeWeb_SyncItemList| UserID:25157 | ItemAppID:23 | ItemWebID:0 | ItemInfo -> ItemID:0, ItemAppID:23, CategoryTypeID:2, 大众点评外卖, 7.0, 2016-4-4 12:35:05, zc, CardID:0
